	Systematic.name	cluster	cluster.size
tRNA:m(5)U-54 MTase gid	tRNA:m(5)U-54 MTase gid	42	3
YgjD/Kae1/Qri7 family, required for threonylcarbamoyladenosine (t(6)A) formation in tRNA	YgjD/Kae1/Qri7 family, required for threonylcarbamoyladenosine (t(6)A) formation in tRNA	42	3
L-proline glycine betaine binding ABC transporter protein ProX (TC 3.A.1.12.1)	L-proline glycine betaine binding ABC transporter protein ProX (TC 3.A.1.12.1)	18	4
Lactacin F two-component system sensor histidine kinase	Lactacin F two-component system sensor histidine kinase	13	8
PTS system, galactose-specific IIC component (EC 2.7.1.69)	PTS system, galactose-specific IIC component (EC 2.7.1.69)	37	6
Lipoprotein releasing system transmembrane protein LolC	Lipoprotein releasing system transmembrane protein LolC	43	2
LSU ribosomal protein L14p (L23e)	LSU ribosomal protein L14p (L23e)	10	12
LSU ribosomal protein L16p (L10e)	LSU ribosomal protein L16p (L10e)	10	12
LSU ribosomal protein L29p (L35e)	LSU ribosomal protein L29p (L35e)	10	12
SSU ribosomal protein S3p (S3e)	SSU ribosomal protein S3p (S3e)	10	12
SSU ribosomal protein S5p (S2e)	SSU ribosomal protein S5p (S2e)	10	12
SSU ribosomal protein S6p	SSU ribosomal protein S6p	44	2
LSU ribosomal protein L6p (L9e)	LSU ribosomal protein L6p (L9e)	23	3
Ribonuclease D (EC 3.1.26.3)	Ribonuclease D (EC 3.1.26.3)	1	372
Similar to phosphoglycolate phosphatase, clustered with ribosomal large subunit pseudouridine synthase C	Similar to phosphoglycolate phosphatase, clustered with ribosomal large subunit pseudouridine synthase C	1	372
Rod shape-determining protein MreB	Rod shape-determining protein MreB	5	141
Undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.-)	Undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.-)	5	141
Ribonuclease HI-related protein 3	Ribonuclease HI-related protein 3	1	372
prolyl oligopeptidase family protein	prolyl oligopeptidase family protein	1	372
Putative preQ0 transporter	Putative preQ0 transporter	1	372
Preprotein translocase subunit SecG (TC 3.A.5.1.1)	Preprotein translocase subunit SecG (TC 3.A.5.1.1)	45	2
Protein serine/threonine phosphatase PrpC, regulation of stationary phase	Protein serine/threonine phosphatase PrpC, regulation of stationary phase	46	2
Rare lipoprotein A precursor	Rare lipoprotein A precursor	1	372
Transketolase, C-terminal section (EC 2.2.1.1)	Transketolase, C-terminal section (EC 2.2.1.1)	1	372
Putative esterase, FIGfam005057	Putative esterase, FIGfam005057	1	372
PTS system, fructose-specific IIA component (EC 2.7.1.69)	PTS system, fructose-specific IIA component (EC 2.7.1.69)	8	4
Predicted transcriptional regulator of pyridoxine metabolism	Predicted transcriptional regulator of pyridoxine metabolism	1	372
Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	47	4
Transmembrane component YkoC of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	Transmembrane component YkoC of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	5	141
Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	47	4
Phosphoenolpyruvate-dihydroxyacetone phosphotransferase (EC 2.7.1.121), dihydroxyacetone binding subunit DhaK	Phosphoenolpyruvate-dihydroxyacetone phosphotransferase (EC 2.7.1.121), dihydroxyacetone binding subunit DhaK	48	2
Pyrrolidone-carboxylate peptidase (EC 3.4.19.3)	Pyrrolidone-carboxylate peptidase (EC 3.4.19.3)	17	8
Ribonuclease M5 (EC 3.1.26.8)	Ribonuclease M5 (EC 3.1.26.8)	17	8
Segregation and condensation protein A	Segregation and condensation protein A	17	8
Vitamin B12 ABC transporter, ATPase component BtuD	Vitamin B12 ABC transporter, ATPase component BtuD	49	2
Putative oxidoreductase YeaE, aldo/keto reductase family	Putative oxidoreductase YeaE, aldo/keto reductase family	3	31
Putative sugar transporter	Putative sugar transporter	1	372
PTS system, galactitol-specific IIC component (EC 2.7.1.69)	PTS system, galactitol-specific IIC component (EC 2.7.1.69)	50	2
Sucrose phosphorylase (EC 2.4.1.7)	Sucrose phosphorylase (EC 2.4.1.7)	21	3
Sialic acid utilization regulator, RpiR family	Sialic acid utilization regulator, RpiR family	51	2
Substrate-specific component FolT of folate ECF transporter	Substrate-specific component FolT of folate ECF transporter	3	31
Ribonucleotide reduction protein NrdI	Ribonucleotide reduction protein NrdI	52	2
Transcriptional repressor of aga operon	Transcriptional repressor of aga operon	34	3
Rod shape-determining protein MreC	Rod shape-determining protein MreC	5	141
UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9)	UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9)	53	3
Ubiquinone/menaquinone biosynthesis methyltransferase UbiE (EC 2.1.1.-)	Ubiquinone/menaquinone biosynthesis methyltransferase UbiE (EC 2.1.1.-)	1	372
V-type ATP synthase subunit B (EC 3.6.3.14)	V-type ATP synthase subunit B (EC 3.6.3.14)	54	3
V-type ATP synthase subunit I (EC 3.6.3.14)	V-type ATP synthase subunit I (EC 3.6.3.14)	54	3
(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-)	(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-)	1	372
(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	1	372
[NiFe] hydrogenase metallocenter assembly protein HypD	[NiFe] hydrogenase metallocenter assembly protein HypD	1	372
[NiFe] hydrogenase metallocenter assembly protein HypF	[NiFe] hydrogenase metallocenter assembly protein HypF	1	372
1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)	1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)	1	372
1,4-alpha-glucan (glycogen) branching enzyme, GH-13-type (EC 2.4.1.18)	1,4-alpha-glucan (glycogen) branching enzyme, GH-13-type (EC 2.4.1.18)	1	372
2-amino-3-ketobutyrate coenzyme A ligase (EC 2.3.1.29)	2-amino-3-ketobutyrate coenzyme A ligase (EC 2.3.1.29)	1	372
2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3)	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3)	2	3
2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12)	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12)	1	372
2-dehydropantoate 2-reductase (EC 1.1.1.169)	2-dehydropantoate 2-reductase (EC 1.1.1.169)	1	372
2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase (EC 2.2.1.9)	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase (EC 2.2.1.9)	1	372
3-ketoacyl-CoA thiolase (EC 2.3.1.16)	3-ketoacyl-CoA thiolase (EC 2.3.1.16)	1	372
3-methylmercaptopropionyl-CoA dehydrogenase (DmdC)	3-methylmercaptopropionyl-CoA dehydrogenase (DmdC)	1	372
3'-to-5' oligoribonuclease (orn)	3'-to-5' oligoribonuclease (orn)	1	372
4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)	1	372
4-keto-6-deoxy-N-Acetyl-D-hexosaminyl-(Lipid carrier) aminotransferase	4-keto-6-deoxy-N-Acetyl-D-hexosaminyl-(Lipid carrier) aminotransferase	1	372
5'-nucleotidase family protein in cluster with NagD-like phosphatase	5'-nucleotidase family protein in cluster with NagD-like phosphatase	3	31
6-phospho-beta-galactosidase (EC 3.2.1.85)	6-phospho-beta-galactosidase (EC 3.2.1.85)	4	2
6-phosphofructokinase (EC 2.7.1.11)	6-phosphofructokinase (EC 2.7.1.11)	5	141
6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	5	141
6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.9)	6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.9)	6	4
ABC transporter ATP-binding protein uup	ABC transporter ATP-binding protein uup	5	141
ABC transporter in pyoverdin gene cluster, ATP-binding component	ABC transporter in pyoverdin gene cluster, ATP-binding component	1	372
ABC transporter, periplasmic spermidine putrescine-binding protein PotD (TC 3.A.1.11.1)	ABC transporter, periplasmic spermidine putrescine-binding protein PotD (TC 3.A.1.11.1)	5	141
ABC-type transport system involved in resistance to organic solvents, permease component USSDB6A	ABC-type transport system involved in resistance to organic solvents, permease component USSDB6A	1	372
Acetoin dehydrogenase E1 component alpha-subunit (EC 1.2.4.-)	Acetoin dehydrogenase E1 component alpha-subunit (EC 1.2.4.-)	7	2
Acetoin dehydrogenase E1 component beta-subunit (EC 1.2.4.-)	Acetoin dehydrogenase E1 component beta-subunit (EC 1.2.4.-)	8	4
Acetyl xylan esterase (EC 3.1.1.41)	Acetyl xylan esterase (EC 3.1.1.41)	9	2
Acriflavin resistance protein	Acriflavin resistance protein	1	372
Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY	Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY	5	141
ADA regulatory protein	ADA regulatory protein	1	372
Adenine phosphoribosyltransferase (EC 2.4.2.7)	Adenine phosphoribosyltransferase (EC 2.4.2.7)	5	141
Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62)	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62)	1	372
Adenylate kinase (EC 2.7.4.3)	Adenylate kinase (EC 2.7.4.3)	10	12
ADP-heptose synthase (EC 2.7.-.-)	ADP-heptose synthase (EC 2.7.-.-)	1	372
ADP-ribose pyrophosphatase (EC 3.6.1.13)	ADP-ribose pyrophosphatase (EC 3.6.1.13)	5	141
Agmatine/putrescine antiporter, associated with agmatine catabolism	Agmatine/putrescine antiporter, associated with agmatine catabolism	3	31
Alkyl hydroperoxide reductase protein C (EC 1.6.4.-)	Alkyl hydroperoxide reductase protein C (EC 1.6.4.-)	1	372
Alpha-1,2-mannosidase	Alpha-1,2-mannosidase	1	372
Alpha-amylase (Neopullulanase) SusA (EC 3.2.1.135)	Alpha-amylase (Neopullulanase) SusA (EC 3.2.1.135)	1	372
Amino acid permease in 4-hydroxyproline catabolic gene cluster	Amino acid permease in 4-hydroxyproline catabolic gene cluster	3	31
Arginine deiminase (EC 3.5.3.6)	Arginine deiminase (EC 3.5.3.6)	11	2
Arginine/ornithine antiporter ArcD	Arginine/ornithine antiporter ArcD	12	2
Argininosuccinate synthase (EC 6.3.4.5)	Argininosuccinate synthase (EC 6.3.4.5)	1	372
Aromatic amino acid aminotransferase gamma (EC 2.6.1.57)	Aromatic amino acid aminotransferase gamma (EC 2.6.1.57)	13	8
Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)	Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)	5	141
Asparaginyl-tRNA synthetase (EC 6.1.1.22)	Asparaginyl-tRNA synthetase (EC 6.1.1.22)	5	141
Aspartate 1-decarboxylase (EC 4.1.1.11)	Aspartate 1-decarboxylase (EC 4.1.1.11)	1	372
Aspartate ammonia-lyase (EC 4.3.1.1)	Aspartate ammonia-lyase (EC 4.3.1.1)	14	3
Aspartate carbamoyltransferase (EC 2.1.3.2)	Aspartate carbamoyltransferase (EC 2.1.3.2)	15	2
Aspartyl-tRNA(Asn) amidotransferase subunit A (EC 6.3.5.6)	Aspartyl-tRNA(Asn) amidotransferase subunit A (EC 6.3.5.6)	16	2
Aspartyl-tRNA(Asn) amidotransferase subunit B (EC 6.3.5.6)	Aspartyl-tRNA(Asn) amidotransferase subunit B (EC 6.3.5.6)	17	8
ATP synthase protein I	ATP synthase protein I	1	372
ATP-dependent RNA helicase YfmL	ATP-dependent RNA helicase YfmL	5	141
benzoate MFS transporter BenK	benzoate MFS transporter BenK	18	4
Beta-glucanase precursor (EC 3.2.1.73)	Beta-glucanase precursor (EC 3.2.1.73)	3	31
Beta-lactamase (EC 3.5.2.6)	Beta-lactamase (EC 3.5.2.6)	1	372
Beta-lactamase class A	Beta-lactamase class A	5	141
Beta-phosphoglucomutase (EC 5.4.2.6)	Beta-phosphoglucomutase (EC 5.4.2.6)	19	2
Biotin-protein ligase (EC 6.3.4.15)	Biotin-protein ligase (EC 6.3.4.15)	1	372
Bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) (EC 3.6.1.17)	Bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) (EC 3.6.1.17)	20	4
Blue copper oxidase CueO precursor	Blue copper oxidase CueO precursor	21	3
Cadmium efflux system accessory protein	Cadmium efflux system accessory protein	1	372
Carboxyl-terminal protease (EC 3.4.21.102)	Carboxyl-terminal protease (EC 3.4.21.102)	22	2
Catabolite control protein A	Catabolite control protein A	5	141
CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase (EC 2.7.8.12)	CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase (EC 2.7.8.12)	5	141
Cell division protein FtsA	Cell division protein FtsA	5	141
Cell division protein FtsH (EC 3.4.24.-)	Cell division protein FtsH (EC 3.4.24.-)	5	141
Cell division trigger factor (EC 5.2.1.8)	Cell division trigger factor (EC 5.2.1.8)	23	3
Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily M (as in PMID19099556)	Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily M (as in PMID19099556)	1	372
Chorismate mutase (EC 5.4.99.5)	Chorismate mutase (EC 5.4.99.5)	24	2
Chromosome (plasmid) partitioning protein ParA	Chromosome (plasmid) partitioning protein ParA	13	8
Cobalt-zinc-cadmium resistance protein CzcD	Cobalt-zinc-cadmium resistance protein CzcD	5	141
Cobyrinic acid A,C-diamide synthase	Cobyrinic acid A,C-diamide synthase	1	372
COG2740: Predicted nucleic-acid-binding protein implicated in transcription termination	COG2740: Predicted nucleic-acid-binding protein implicated in transcription termination	5	141
ComF operon protein A, DNA transporter ATPase	ComF operon protein A, DNA transporter ATPase	5	141
ComF operon protein C	ComF operon protein C	5	141
Competence protein CoiA	Competence protein CoiA	5	141
Competence protein F homolog, phosphoribosyltransferase domain	Competence protein F homolog, phosphoribosyltransferase domain	25	2
Conjugative transposon protein TraA	Conjugative transposon protein TraA	1	372
CRISPR-associated helicase Cas3	CRISPR-associated helicase Cas3	26	2
CRISPR-associated protein, Csn1 family	CRISPR-associated protein, Csn1 family	1	372
Cytidylate kinase (EC 2.7.4.14)	Cytidylate kinase (EC 2.7.4.14)	5	141
D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	1	372
Deblocking aminopeptidase (EC 3.4.11.-)	Deblocking aminopeptidase (EC 3.4.11.-)	5	141
Deoxyguanosine kinase (EC 2.7.1.113)	Deoxyguanosine kinase (EC 2.7.1.113)	5	141
Deoxyribonucleoside regulator DeoR (transcriptional repressor)	Deoxyribonucleoside regulator DeoR (transcriptional repressor)	1	372
Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)	6	4
DinG family ATP-dependent helicase YoaA	DinG family ATP-dependent helicase YoaA	27	2
Diphosphomevalonate decarboxylase (EC 4.1.1.33)	Diphosphomevalonate decarboxylase (EC 4.1.1.33)	28	2
DNA gyrase subunit A (EC 5.99.1.3)	DNA gyrase subunit A (EC 5.99.1.3)	29	4
DNA polymerase III alpha subunit (EC 2.7.7.7)	DNA polymerase III alpha subunit (EC 2.7.7.7)	5	141
DNA recombination and repair protein RecF	DNA recombination and repair protein RecF	5	141
DNA-3-methyladenine glycosylase (EC 3.2.2.20)	DNA-3-methyladenine glycosylase (EC 3.2.2.20)	30	2
Excinuclease ABC subunit A	Excinuclease ABC subunit A	31	2
Exopolyphosphatase (EC 3.6.1.11)	Exopolyphosphatase (EC 3.6.1.11)	32	2
FIG003573: hypothetical protein	FIG003573: hypothetical protein	1	372
FIG007959: peptidase, M16 family	FIG007959: peptidase, M16 family	1	372
FIG139598: Potential ribosomal protein	FIG139598: Potential ribosomal protein	1	372
Formate hydrogenlyase transcriptional activator	Formate hydrogenlyase transcriptional activator	1	372
Formate--tetrahydrofolate ligase (EC 6.3.4.3)	Formate--tetrahydrofolate ligase (EC 6.3.4.3)	33	2
Fumarate hydratase class I, anaerobic (EC 4.2.1.2)	Fumarate hydratase class I, anaerobic (EC 4.2.1.2)	34	3
G:T/U mismatch-specific uracil/thymine DNA-glycosylase	G:T/U mismatch-specific uracil/thymine DNA-glycosylase	1	372
Galactosamine-6-phosphate isomerase (EC 5.3.1.-)	Galactosamine-6-phosphate isomerase (EC 5.3.1.-)	35	2
Galactose operon repressor, GalR-LacI family of transcriptional regulators	Galactose operon repressor, GalR-LacI family of transcriptional regulators	3	31
Galactose-1-phosphate uridylyltransferase (EC 2.7.7.10)	Galactose-1-phosphate uridylyltransferase (EC 2.7.7.10)	36	2
Galactose-6-phosphate isomerase, LacA subunit (EC 5.3.1.26)	Galactose-6-phosphate isomerase, LacA subunit (EC 5.3.1.26)	37	6
Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	5	141
Glutamyl-tRNA(Gln) synthetase (EC 6.1.1.24)	Glutamyl-tRNA(Gln) synthetase (EC 6.1.1.24)	38	2
Glutaredoxin-related protein	Glutaredoxin-related protein	39	2
Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)	5	141
Glycine oxidase ThiO (EC 1.4.3.19)	Glycine oxidase ThiO (EC 1.4.3.19)	1	372
Heme efflux system ATPase HrtA	Heme efflux system ATPase HrtA	5	141
Hexuronate utilization operon transcriptional repressor ExuR	Hexuronate utilization operon transcriptional repressor ExuR	1	372
His repressor	His repressor	1	372
Homoprotocatechuate degradative operon repressor	Homoprotocatechuate degradative operon repressor	1	372
Hydroxymethylglutaryl-CoA reductase (EC 1.1.1.34)	Hydroxymethylglutaryl-CoA reductase (EC 1.1.1.34)	40	2
Hydroxymethylpyrimidine ABC transporter, transmembrane component	Hydroxymethylpyrimidine ABC transporter, transmembrane component	1	372
Hypothetical protein in pyoverdin gene cluster, PA2405 homolog	Hypothetical protein in pyoverdin gene cluster, PA2405 homolog	41	2
Hypothetical protein possible functionally linked with Alanyl-tRNA synthetase	Hypothetical protein possible functionally linked with Alanyl-tRNA synthetase	5	141
Inactive homolog of metal-dependent proteases, putative molecular chaperone	Inactive homolog of metal-dependent proteases, putative molecular chaperone	42	3
KH domain RNA binding protein YlqC	KH domain RNA binding protein YlqC	1	372
Lactacin F two-component system response regulator	Lactacin F two-component system response regulator	13	8
Lipid A export ATP-binding/permease protein MsbA (EC 3.6.3.25)	Lipid A export ATP-binding/permease protein MsbA (EC 3.6.3.25)	43	2
LSU ribosomal protein L13p (L13Ae)	LSU ribosomal protein L13p (L13Ae)	10	12
LSU ribosomal protein L23p (L23Ae)	LSU ribosomal protein L23p (L23Ae)	10	12
LSU ribosomal protein L30p (L7e)	LSU ribosomal protein L30p (L7e)	44	2
LSU ribosomal protein L3p (L3e)	LSU ribosomal protein L3p (L3e)	5	141
Lysine decarboxylase (EC 4.1.1.18)	Lysine decarboxylase (EC 4.1.1.18)	1	372
MazG nucleotide pyrophosphohydrolase	MazG nucleotide pyrophosphohydrolase	1	372
NAD-specific glutamate dehydrogenase (EC 1.4.1.2)	NAD-specific glutamate dehydrogenase (EC 1.4.1.2)	1	372
NADH peroxidase (EC 1.11.1.1)	NADH peroxidase (EC 1.11.1.1)	45	2
Nicotinate phosphoribosyltransferase (EC 2.4.2.11)	Nicotinate phosphoribosyltransferase (EC 2.4.2.11)	46	2
Outer membrane protein/protective antigen OMA87	Outer membrane protein/protective antigen OMA87	8	4
Pantothenate kinase (EC 2.7.1.33)	Pantothenate kinase (EC 2.7.1.33)	5	141
Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	47	4
Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	47	4
Phosphoenolpyruvate-dihydroxyacetone phosphotransferase (EC 2.7.1.121), ADP-binding subunit DhaL	Phosphoenolpyruvate-dihydroxyacetone phosphotransferase (EC 2.7.1.121), ADP-binding subunit DhaL	48	2
Phosphomannomutase (EC 5.4.2.8)	Phosphomannomutase (EC 5.4.2.8)	49	2
Phosphoribosylglycinamide formyltransferase 2 (EC 2.1.2.-)	Phosphoribosylglycinamide formyltransferase 2 (EC 2.1.2.-)	1	372
Polysaccharide deacetylase	Polysaccharide deacetylase	14	3
protein from nitrogen regulatory protein P-II (GLNB) family, ortholog YAAQ B. subtilis	protein from nitrogen regulatory protein P-II (GLNB) family, ortholog YAAQ B. subtilis	3	31
PTS system, galactitol-specific IIA component (EC 2.7.1.69)	PTS system, galactitol-specific IIA component (EC 2.7.1.69)	50	2
PTS system, N-acetylglucosamine-specific IIC component (EC 2.7.1.69)	PTS system, N-acetylglucosamine-specific IIC component (EC 2.7.1.69)	51	2
Ribonucleotide reductase of class Ib (aerobic), beta subunit (EC 1.17.4.1)	Ribonucleotide reductase of class Ib (aerobic), beta subunit (EC 1.17.4.1)	52	2
Ribosome small subunit-stimulated GTPase EngC	Ribosome small subunit-stimulated GTPase EngC	5	141
Rubredoxin	Rubredoxin	1	372
Stage 0 sporulation protein J	Stage 0 sporulation protein J	53	3
Tellurite resistance protein TehA	Tellurite resistance protein TehA	1	372
UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)	53	3
V-type ATP synthase subunit A (EC 3.6.3.14)	V-type ATP synthase subunit A (EC 3.6.3.14)	54	3
