	Systematic.name	cluster	cluster.size
DNA replication intiation control protein YabA	DNA replication intiation control protein YabA	5	244
DNA-directed RNA polymerase delta subunit (EC 2.7.7.6)	DNA-directed RNA polymerase delta subunit (EC 2.7.7.6)	5	244
Foldase clustered with pyrimidine conversion	Foldase clustered with pyrimidine conversion	5	244
Glucan 1,6-alpha-glucosidase (EC 3.2.1.70)	Glucan 1,6-alpha-glucosidase (EC 3.2.1.70)	5	244
Glycosyltransferase LafB, responsible for the formation of Gal-Glc-DAG	Glycosyltransferase LafB, responsible for the formation of Gal-Glc-DAG	5	244
HPr kinase/phosphorylase (EC 2.7.1.-) (EC 2.7.4.-)	HPr kinase/phosphorylase (EC 2.7.1.-) (EC 2.7.4.-)	5	244
Hydrolase in cluster with beta-lactamase (HAD superfamily)	Hydrolase in cluster with beta-lactamase (HAD superfamily)	5	244
Hypothetical protein SAV1839	Hypothetical protein SAV1839	5	244
Late competence protein ComEA, DNA receptor	Late competence protein ComEA, DNA receptor	5	244
Late competence protein ComEC, DNA transport	Late competence protein ComEC, DNA transport	5	244
Multidrug efflux transporter MdtP	Multidrug efflux transporter MdtP	5	244
Poly(glycerophosphate chain) D-alanine transfer protein DltD	Poly(glycerophosphate chain) D-alanine transfer protein DltD	5	244
Predicted nucleoside ABC transporter, substrate-binding component	Predicted nucleoside ABC transporter, substrate-binding component	5	244
Purine trans deoxyribosylase (Nucleoside deoxyribosyltransferase-I) (EC 2.4.2.6)	Purine trans deoxyribosylase (Nucleoside deoxyribosyltransferase-I) (EC 2.4.2.6)	5	244
Two-component response regulator SA14-24	Two-component response regulator SA14-24	5	244
Xaa-Pro dipeptidyl-peptidase (EC 3.4.14.11)	Xaa-Pro dipeptidyl-peptidase (EC 3.4.14.11)	5	244
D-serine/D-alanine/glycine transporter	D-serine/D-alanine/glycine transporter	5	244
Dihydroxyacetone kinase family protein	Dihydroxyacetone kinase family protein	5	244
Similar to ribosomal large subunit pseudouridine synthase D, Bacillus subtilis YhcT type	Similar to ribosomal large subunit pseudouridine synthase D, Bacillus subtilis YhcT type	5	244
Catabolite control protein A	Catabolite control protein A	5	244
Glycerol-3-phosphate ABC transporter, ATP-binding protein UgpC (TC 3.A.1.1.3)	Glycerol-3-phosphate ABC transporter, ATP-binding protein UgpC (TC 3.A.1.1.3)	5	244
Lipoteichoic acid synthase LtaS Type IIa	Lipoteichoic acid synthase LtaS Type IIa	5	244
Pantothenate kinase (EC 2.7.1.33)	Pantothenate kinase (EC 2.7.1.33)	5	244
Protein of unknown function DUF1447	Protein of unknown function DUF1447	5	244
Recombination protein RecU	Recombination protein RecU	5	244
Transcriptional regulator SpxA1	Transcriptional regulator SpxA1	5	244
YjeF protein, C-terminal domain	YjeF protein, C-terminal domain	5	244
Cell division protein FtsK	Cell division protein FtsK	5	244
Cell division protein FtsQ	Cell division protein FtsQ	5	244
Ribosome small subunit-stimulated GTPase EngC	Ribosome small subunit-stimulated GTPase EngC	5	244
tRNA-specific adenosine-34 deaminase (EC 3.5.4.-)	tRNA-specific adenosine-34 deaminase (EC 3.5.4.-)	5	244
Rod shape-determining protein MreC	Rod shape-determining protein MreC	5	244
Translation elongation factor LepA	Translation elongation factor LepA	5	244
DNA gyrase subunit A (EC 5.99.1.3)	DNA gyrase subunit A (EC 5.99.1.3)	5	244
LSU ribosomal protein L2p (L8e)	LSU ribosomal protein L2p (L8e)	5	244
Peptide chain release factor 1	Peptide chain release factor 1	5	244
Replicative DNA helicase (EC 3.6.1.-) [SA14-24]	Replicative DNA helicase (EC 3.6.1.-) [SA14-24]	5	244
Stage 0 sporulation protein J	Stage 0 sporulation protein J	5	244
DNA polymerase IV (EC 2.7.7.7)	DNA polymerase IV (EC 2.7.7.7)	5	244
Excinuclease ABC subunit A	Excinuclease ABC subunit A	5	244
UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9)	UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9)	5	244
Heme efflux system permease HrtB	Heme efflux system permease HrtB	5	244
LSU ribosomal protein L5p (L11e)	LSU ribosomal protein L5p (L11e)	5	244
Transcription-repair coupling factor	Transcription-repair coupling factor	5	244
Late competence protein ComGA, access of DNA to ComEA	Late competence protein ComGA, access of DNA to ComEA	5	244
Glycosyltransferase LafA, responsible for the formation of Glc-DAG	Glycosyltransferase LafA, responsible for the formation of Glc-DAG	5	244
Ribonuclease HI (EC 3.1.26.4)	Ribonuclease HI (EC 3.1.26.4)	5	244
Holliday junction DNA helicase RuvB	Holliday junction DNA helicase RuvB	5	244
DNA repair protein RecN	DNA repair protein RecN	5	244
Exodeoxyribonuclease VII large subunit (EC 3.1.11.6)	Exodeoxyribonuclease VII large subunit (EC 3.1.11.6)	5	244
FIG001802: Putative alkaline-shock protein	FIG001802: Putative alkaline-shock protein	5	244
Ribosomal RNA small subunit methyltransferase B (EC 2.1.1.-)	Ribosomal RNA small subunit methyltransferase B (EC 2.1.1.-)	5	244
DNA mismatch repair protein MutS	DNA mismatch repair protein MutS	5	244
Phosphomevalonate kinase (EC 2.7.4.2)	Phosphomevalonate kinase (EC 2.7.4.2)	5	244
rRNA small subunit methyltransferase I	rRNA small subunit methyltransferase I	5	244
Uracil-DNA glycosylase, family 1	Uracil-DNA glycosylase, family 1	5	244
Signal peptidase I (EC 3.4.21.89)	Signal peptidase I (EC 3.4.21.89)	5	244
Exodeoxyribonuclease VII small subunit (EC 3.1.11.6)	Exodeoxyribonuclease VII small subunit (EC 3.1.11.6)	5	244
Topoisomerase IV subunit B (EC 5.99.1.-)	Topoisomerase IV subunit B (EC 5.99.1.-)	5	244
GlpG protein (membrane protein of glp regulon)	GlpG protein (membrane protein of glp regulon)	5	244
FIG000859: hypothetical protein	FIG000859: hypothetical protein	5	244
UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D-alanine ligase (EC 6.3.2.10)	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D-alanine ligase (EC 6.3.2.10)	5	244
UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)	5	244
Nicotinate phosphoribosyltransferase (EC 2.4.2.11)	Nicotinate phosphoribosyltransferase (EC 2.4.2.11)	5	244
Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)	Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)	5	244
Phosphoglucosamine mutase (EC 5.4.2.10)	Phosphoglucosamine mutase (EC 5.4.2.10)	5	244
Segregation and condensation protein A	Segregation and condensation protein A	5	244
Hydroxymethylglutaryl-CoA reductase (EC 1.1.1.34)	Hydroxymethylglutaryl-CoA reductase (EC 1.1.1.34)	5	244
Phosphoglycerate kinase (EC 2.7.2.3)	Phosphoglycerate kinase (EC 2.7.2.3)	5	244
Putative deoxyribonuclease YcfH	Putative deoxyribonuclease YcfH	5	244
Translation initiation factor 3	Translation initiation factor 3	5	244
SSU ribosomal protein S19p (S15e)	SSU ribosomal protein S19p (S15e)	5	244
UDP-N-acetylmuramate--alanine ligase (EC 6.3.2.8)	UDP-N-acetylmuramate--alanine ligase (EC 6.3.2.8)	5	244
Two-component sensor kinase SA14-24	Two-component sensor kinase SA14-24	5	244
Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)	Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)	5	244
Excinuclease ABC subunit B	Excinuclease ABC subunit B	5	244
Recombination inhibitory protein MutS2	Recombination inhibitory protein MutS2	5	244
Rod shape-determining protein MreD	Rod shape-determining protein MreD	5	244
Phosphate:acyl-ACP acyltransferase PlsX	Phosphate:acyl-ACP acyltransferase PlsX	5	244
GTP-binding protein TypA/BipA	GTP-binding protein TypA/BipA	5	244
GMP reductase (EC 1.7.1.7)	GMP reductase (EC 1.7.1.7)	5	244
Recombination protein RecR	Recombination protein RecR	5	244
Translation elongation factor P	Translation elongation factor P	5	244
LSU ribosomal protein L16p (L10e)	LSU ribosomal protein L16p (L10e)	5	244
LSU ribosomal protein L29p (L35e)	LSU ribosomal protein L29p (L35e)	5	244
LSU ribosomal protein L34p	LSU ribosomal protein L34p	5	244
SSU ribosomal protein S3p (S3e)	SSU ribosomal protein S3p (S3e)	5	244
SSU ribosomal protein S5p (S2e)	SSU ribosomal protein S5p (S2e)	5	244
Ribosome-binding factor A	Ribosome-binding factor A	5	244
LSU ribosomal protein L6p (L9e)	LSU ribosomal protein L6p (L9e)	5	244
UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)	5	244
TrmH family tRNA/rRNA methyltransferase YacO (EC 2.1.1.-)	TrmH family tRNA/rRNA methyltransferase YacO (EC 2.1.1.-)	5	244
Undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.-)	Undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.-)	5	244
Protein serine/threonine phosphatase PrpC, regulation of stationary phase	Protein serine/threonine phosphatase PrpC, regulation of stationary phase	5	244
RecA protein	RecA protein	5	244
Transmembrane component YkoC of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	Transmembrane component YkoC of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	5	244
Pyrrolidone-carboxylate peptidase (EC 3.4.19.3)	Pyrrolidone-carboxylate peptidase (EC 3.4.19.3)	5	244
Ribonuclease M5 (EC 3.1.26.8)	Ribonuclease M5 (EC 3.1.26.8)	5	244
rRNA small subunit methyltransferase H	rRNA small subunit methyltransferase H	5	244
YrdC/Sua5 family protein, required for threonylcarbamoyladenosine (t(6)A) formation in tRNA	YrdC/Sua5 family protein, required for threonylcarbamoyladenosine (t(6)A) formation in tRNA	5	244
6-phosphofructokinase (EC 2.7.1.11)	6-phosphofructokinase (EC 2.7.1.11)	5	244
6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	5	244
6-phosphogluconolactonase (EC 3.1.1.31)	6-phosphogluconolactonase (EC 3.1.1.31)	5	244
ABC transporter ATP-binding protein uup	ABC transporter ATP-binding protein uup	5	244
ABC transporter, periplasmic spermidine putrescine-binding protein PotD (TC 3.A.1.11.1)	ABC transporter, periplasmic spermidine putrescine-binding protein PotD (TC 3.A.1.11.1)	5	244
Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY	Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY	5	244
Adenine phosphoribosyltransferase (EC 2.4.2.7)	Adenine phosphoribosyltransferase (EC 2.4.2.7)	5	244
Adenylate kinase (EC 2.7.4.3)	Adenylate kinase (EC 2.7.4.3)	5	244
ADP-ribose pyrophosphatase (EC 3.6.1.13)	ADP-ribose pyrophosphatase (EC 3.6.1.13)	5	244
Alkaline phosphatase like protein	Alkaline phosphatase like protein	5	244
Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)	Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)	5	244
Aspartyl-tRNA(Asn) amidotransferase subunit A (EC 6.3.5.6)	Aspartyl-tRNA(Asn) amidotransferase subunit A (EC 6.3.5.6)	5	244
ATP synthase B chain (EC 3.6.3.14)	ATP synthase B chain (EC 3.6.3.14)	5	244
ATP synthase gamma chain (EC 3.6.3.14)	ATP synthase gamma chain (EC 3.6.3.14)	5	244
ATP-dependent RNA helicase YfmL	ATP-dependent RNA helicase YfmL	5	244
Beta-lactamase class A	Beta-lactamase class A	5	244
Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)	5	244
Cell division protein FtsA	Cell division protein FtsA	5	244
Cell division protein FtsZ (EC 3.4.24.-)	Cell division protein FtsZ (EC 3.4.24.-)	5	244
Cell division trigger factor (EC 5.2.1.8)	Cell division trigger factor (EC 5.2.1.8)	5	244
COG2740: Predicted nucleic-acid-binding protein implicated in transcription termination	COG2740: Predicted nucleic-acid-binding protein implicated in transcription termination	5	244
Cold-shock DEAD-box protein A	Cold-shock DEAD-box protein A	5	244
ComF operon protein C	ComF operon protein C	5	244
Competence protein CoiA	Competence protein CoiA	5	244
Cysteine desulfurase (EC 2.8.1.7), SufS subfamily	Cysteine desulfurase (EC 2.8.1.7), SufS subfamily	5	244
D-alanine--D-alanine ligase (EC 6.3.2.4)	D-alanine--D-alanine ligase (EC 6.3.2.4)	5	244
Deblocking aminopeptidase (EC 3.4.11.-)	Deblocking aminopeptidase (EC 3.4.11.-)	5	244
Deoxyguanosine kinase (EC 2.7.1.113)	Deoxyguanosine kinase (EC 2.7.1.113)	5	244
Dephospho-CoA kinase (EC 2.7.1.24)	Dephospho-CoA kinase (EC 2.7.1.24)	5	244
Di/tripeptide permease YjdL	Di/tripeptide permease YjdL	5	244
DNA mismatch repair protein MutL	DNA mismatch repair protein MutL	5	244
DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)	DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)	5	244
Enolase (EC 4.2.1.11)	Enolase (EC 4.2.1.11)	5	244
Glutamate racemase (EC 5.1.1.3)	Glutamate racemase (EC 5.1.1.3)	5	244
GTP-binding and nucleic acid-binding protein YchF	GTP-binding and nucleic acid-binding protein YchF	5	244
GTPase and tRNA-U34 5-formylation enzyme TrmE	GTPase and tRNA-U34 5-formylation enzyme TrmE	5	244
Heme efflux system ATPase HrtA	Heme efflux system ATPase HrtA	5	244
Hypothetical protein possible functionally linked with Alanyl-tRNA synthetase	Hypothetical protein possible functionally linked with Alanyl-tRNA synthetase	5	244
LSU ribosomal protein L13p (L13Ae)	LSU ribosomal protein L13p (L13Ae)	5	244
Phosphocarrier protein of PTS system	Phosphocarrier protein of PTS system	5	244
SSU ribosomal protein S13p (S18e)	SSU ribosomal protein S13p (S18e)	5	244
ThiJ/PfpI family protein	ThiJ/PfpI family protein	5	244
Thioredoxin reductase (EC 1.8.1.9)	Thioredoxin reductase (EC 1.8.1.9)	5	244
Triosephosphate isomerase (EC 5.3.1.1)	Triosephosphate isomerase (EC 5.3.1.1)	5	244
GTP cyclohydrolase II (EC 3.5.4.25)	GTP cyclohydrolase II (EC 3.5.4.25)	6	4
Riboflavin synthase alpha chain (EC 2.5.1.9)	Riboflavin synthase alpha chain (EC 2.5.1.9)	6	4
6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.9)	6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.9)	6	4
Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)	6	4
Mitochondrial processing peptidase-like protein (EC 3.4.24.64)	Mitochondrial processing peptidase-like protein (EC 3.4.24.64)	7	2
8-amino-7-oxononanoate synthase (EC 2.3.1.47)	8-amino-7-oxononanoate synthase (EC 2.3.1.47)	7	2
Acetoin dehydrogenase E1 component beta-subunit (EC 1.2.4.-)	Acetoin dehydrogenase E1 component beta-subunit (EC 1.2.4.-)	8	2
Acetoin dehydrogenase E1 component alpha-subunit (EC 1.2.4.-)	Acetoin dehydrogenase E1 component alpha-subunit (EC 1.2.4.-)	8	2
DinG family ATP-dependent helicase YoaA	DinG family ATP-dependent helicase YoaA	9	3
GTP-binding protein YqeH, possibly involved in replication initiation	GTP-binding protein YqeH, possibly involved in replication initiation	9	3
Acetyl-CoA acetyltransferase (EC 2.3.1.9)	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	9	3
FIG004453: protein YceG like	FIG004453: protein YceG like	10	6
Putative predicted metal-dependent hydrolase	Putative predicted metal-dependent hydrolase	10	6
NADH peroxidase (EC 1.11.1.1)	NADH peroxidase (EC 1.11.1.1)	10	6
Preprotein translocase subunit SecG (TC 3.A.5.1.1)	Preprotein translocase subunit SecG (TC 3.A.5.1.1)	10	6
Adenosylhomocysteinase (EC 3.3.1.1)	Adenosylhomocysteinase (EC 3.3.1.1)	10	6
Carboxyl-terminal protease (EC 3.4.21.102)	Carboxyl-terminal protease (EC 3.4.21.102)	10	6
Bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) (EC 3.6.1.17)	Bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) (EC 3.6.1.17)	11	8
Geranyltranstransferase (farnesyldiphosphate synthase) (EC 2.5.1.10)	Geranyltranstransferase (farnesyldiphosphate synthase) (EC 2.5.1.10)	11	8
Glutamate transport ATP-binding protein	Glutamate transport ATP-binding protein	11	8
Two-component response regulator YvcP	Two-component response regulator YvcP	11	8
L-proline glycine betaine ABC transport system permease protein ProV (TC 3.A.1.12.1)	L-proline glycine betaine ABC transport system permease protein ProV (TC 3.A.1.12.1)	11	8
Putative transcriptional regulator of sorbose uptake and utilization genes	Putative transcriptional regulator of sorbose uptake and utilization genes	11	8
Alpha-glucosidase (EC 3.2.1.20)	Alpha-glucosidase (EC 3.2.1.20)	11	8
benzoate MFS transporter BenK	benzoate MFS transporter BenK	11	8
Cell division initiation protein DivIVA	Cell division initiation protein DivIVA	12	2
Aminopeptidase YpdF (MP-, MA-, MS-, AP-, NP- specific)	Aminopeptidase YpdF (MP-, MA-, MS-, AP-, NP- specific)	12	2
Ornithine carbamoyltransferase (EC 2.1.3.3)	Ornithine carbamoyltransferase (EC 2.1.3.3)	13	2
Arginine deiminase (EC 3.5.3.6)	Arginine deiminase (EC 3.5.3.6)	13	2
Carbamate kinase (EC 2.7.2.2)	Carbamate kinase (EC 2.7.2.2)	14	2
Arginine/ornithine antiporter ArcD	Arginine/ornithine antiporter ArcD	14	2
Ascorbate-specific PTS system, EIIA component (EC 2.7.1.-)	Ascorbate-specific PTS system, EIIA component (EC 2.7.1.-)	15	4
Chromosome (plasmid) partitioning protein ParA	Chromosome (plasmid) partitioning protein ParA	15	4
L-xylulose 5-phosphate 3-epimerase (EC 5.1.3.-)	L-xylulose 5-phosphate 3-epimerase (EC 5.1.3.-)	15	4
Aromatic amino acid aminotransferase gamma (EC 2.6.1.57)	Aromatic amino acid aminotransferase gamma (EC 2.6.1.57)	15	4
Dihydroorotase (EC 3.5.2.3)	Dihydroorotase (EC 3.5.2.3)	16	2
Aspartate carbamoyltransferase (EC 2.1.3.2)	Aspartate carbamoyltransferase (EC 2.1.3.2)	16	2
CTP synthase (EC 6.3.4.2)	CTP synthase (EC 6.3.4.2)	17	3
Prolipoprotein diacylglyceryl transferase (EC 2.4.99.-)	Prolipoprotein diacylglyceryl transferase (EC 2.4.99.-)	17	3
Aspartyl-tRNA synthetase (EC 6.1.1.12)	Aspartyl-tRNA synthetase (EC 6.1.1.12)	17	3
Multiple sugar ABC transporter, substrate-binding protein	Multiple sugar ABC transporter, substrate-binding protein	18	2
ATP-dependent Clp protease, ATP-binding subunit ClpC	ATP-dependent Clp protease, ATP-binding subunit ClpC	18	2
Phosphatidylglycerophosphatase B (EC 3.1.3.27)	Phosphatidylglycerophosphatase B (EC 3.1.3.27)	19	4
Topoisomerase IV subunit A (EC 5.99.1.-)	Topoisomerase IV subunit A (EC 5.99.1.-)	19	4
ATP-dependent DNA helicase RecG (EC 3.6.1.-)	ATP-dependent DNA helicase RecG (EC 3.6.1.-)	19	4
Low molecular weight protein tyrosine phosphatase (EC 3.1.3.48)	Low molecular weight protein tyrosine phosphatase (EC 3.1.3.48)	19	4
Transmembrane component of general energizing module of ECF transporters	Transmembrane component of general energizing module of ECF transporters	20	2
ATPase component of general energizing module of ECF transporters	ATPase component of general energizing module of ECF transporters	20	2
Multiple sugar ABC transporter, ATP-binding protein	Multiple sugar ABC transporter, ATP-binding protein	21	2
Beta-phosphoglucomutase (EC 5.4.2.6)	Beta-phosphoglucomutase (EC 5.4.2.6)	21	2
Dihydrodipicolinate synthase (EC 4.2.1.52)	Dihydrodipicolinate synthase (EC 4.2.1.52)	22	2
Dihydrodipicolinate reductase (EC 1.3.1.26)	Dihydrodipicolinate reductase (EC 1.3.1.26)	22	2
Mevalonate kinase (EC 2.7.1.36)	Mevalonate kinase (EC 2.7.1.36)	23	2
Diphosphomevalonate decarboxylase (EC 4.1.1.33)	Diphosphomevalonate decarboxylase (EC 4.1.1.33)	23	2
Phosphate transport regulator (distant homolog of PhoU)	Phosphate transport regulator (distant homolog of PhoU)	24	2
Ferrochelatase, protoheme ferro-lyase (EC 4.99.1.1)	Ferrochelatase, protoheme ferro-lyase (EC 4.99.1.1)	24	2
L-serine dehydratase, alpha subunit (EC 4.3.1.17)	L-serine dehydratase, alpha subunit (EC 4.3.1.17)	25	2
Formamidopyrimidine-DNA glycosylase (EC 3.2.2.23)	Formamidopyrimidine-DNA glycosylase (EC 3.2.2.23)	25	2
Ribosomal large subunit pseudouridine synthase D (EC 4.2.1.70)	Ribosomal large subunit pseudouridine synthase D (EC 4.2.1.70)	26	2
Formate--tetrahydrofolate ligase (EC 6.3.4.3)	Formate--tetrahydrofolate ligase (EC 6.3.4.3)	26	2
Predicted PTS system, galactosamine-specific IIC component (EC 2.7.1.69)	Predicted PTS system, galactosamine-specific IIC component (EC 2.7.1.69)	27	2
Galactosamine-6-phosphate isomerase (EC 5.3.1.-)	Galactosamine-6-phosphate isomerase (EC 5.3.1.-)	27	2
NAD-dependent protein deacetylase of SIR2 family	NAD-dependent protein deacetylase of SIR2 family	28	8
RecD-like DNA helicase YrrC	RecD-like DNA helicase YrrC	28	8
Ribonucleotide reductase of class III (anaerobic), activating protein (EC 1.97.1.4)	Ribonucleotide reductase of class III (anaerobic), activating protein (EC 1.97.1.4)	28	8
tRNA:m(5)U-54 MTase gid	tRNA:m(5)U-54 MTase gid	28	8
YgjD/Kae1/Qri7 family, required for threonylcarbamoyladenosine (t(6)A) formation in tRNA	YgjD/Kae1/Qri7 family, required for threonylcarbamoyladenosine (t(6)A) formation in tRNA	28	8
Galactose-1-phosphate uridylyltransferase (EC 2.7.7.10)	Galactose-1-phosphate uridylyltransferase (EC 2.7.7.10)	28	8
Inactive homolog of metal-dependent proteases, putative molecular chaperone	Inactive homolog of metal-dependent proteases, putative molecular chaperone	28	8
Putative membrane protein YfcA	Putative membrane protein YfcA	28	8
Galactose-6-phosphate isomerase, LacB subunit (EC 5.3.1.26)	Galactose-6-phosphate isomerase, LacB subunit (EC 5.3.1.26)	29	6
Lactose phosphotransferase system repressor	Lactose phosphotransferase system repressor	29	6
PTS system, galactose-specific IIB component (EC 2.7.1.69)	PTS system, galactose-specific IIB component (EC 2.7.1.69)	29	6
Tagatose 1,6-bisphosphate aldolase (EC 4.1.2.40)	Tagatose 1,6-bisphosphate aldolase (EC 4.1.2.40)	29	6
PTS system, galactose-specific IIC component (EC 2.7.1.69)	PTS system, galactose-specific IIC component (EC 2.7.1.69)	29	6
Galactose-6-phosphate isomerase, LacA subunit (EC 5.3.1.26)	Galactose-6-phosphate isomerase, LacA subunit (EC 5.3.1.26)	29	6
Substrate-specific component PdxU of predicted pyridoxine ECF transporter	Substrate-specific component PdxU of predicted pyridoxine ECF transporter	30	3
Glucitol operon repressor	Glucitol operon repressor	30	3
Internalin-like protein (LPXTG motif) Lmo2396 homolog	Internalin-like protein (LPXTG motif) Lmo2396 homolog	30	3
Kup system potassium uptake protein	Kup system potassium uptake protein	31	2
Glutamine synthetase type I (EC 6.3.1.2)	Glutamine synthetase type I (EC 6.3.1.2)	31	2
Probable poly(beta-D-mannuronate) O-acetylase (EC 2.3.1.-)	Probable poly(beta-D-mannuronate) O-acetylase (EC 2.3.1.-)	32	2
Glutaredoxin-related protein	Glutaredoxin-related protein	32	2
N-Acetyl-D-glucosamine ABC transport system, permease protein 1	N-Acetyl-D-glucosamine ABC transport system, permease protein 1	33	2
Glycerol-3-phosphate ABC transporter, periplasmic glycerol-3-phosphate-binding protein (TC 3.A.1.1.3)	Glycerol-3-phosphate ABC transporter, periplasmic glycerol-3-phosphate-binding protein (TC 3.A.1.1.3)	33	2
Lactacin F two-component system sensor histidine kinase	Lactacin F two-component system sensor histidine kinase	34	3
Thiamine biosynthesis protein thiI	Thiamine biosynthesis protein thiI	34	3
Lactacin F two-component system response regulator	Lactacin F two-component system response regulator	34	3
Thiamin pyrophosphokinase (EC 2.7.6.2)	Thiamin pyrophosphokinase (EC 2.7.6.2)	35	2
LSU ribosomal protein L24p (L26e)	LSU ribosomal protein L24p (L26e)	35	2
SSU ribosomal protein S6p	SSU ribosomal protein S6p	36	2
LSU ribosomal protein L30p (L7e)	LSU ribosomal protein L30p (L7e)	36	2
Similar to phosphoglycolate phosphatase, clustered with ribosomal large subunit pseudouridine synthase C	Similar to phosphoglycolate phosphatase, clustered with ribosomal large subunit pseudouridine synthase C	37	2
Membrane proteins related to metalloendopeptidases	Membrane proteins related to metalloendopeptidases	37	2
Ribonuclease BN (EC 3.1.-.-)	Ribonuclease BN (EC 3.1.-.-)	38	2
N-acetyl-L,L-diaminopimelate aminotransferase (EC 2.6.1.-)	N-acetyl-L,L-diaminopimelate aminotransferase (EC 2.6.1.-)	38	2
Phage major capsid protein	Phage major capsid protein	39	2
Phage capsid assembly	Phage capsid assembly	39	2
Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	40	4
Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	40	4
Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	40	4
Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	40	4
Phosphoenolpyruvate-dihydroxyacetone phosphotransferase (EC 2.7.1.121), dihydroxyacetone binding subunit DhaK	Phosphoenolpyruvate-dihydroxyacetone phosphotransferase (EC 2.7.1.121), dihydroxyacetone binding subunit DhaK	41	2
Phosphoenolpyruvate-dihydroxyacetone phosphotransferase (EC 2.7.1.121), ADP-binding subunit DhaL	Phosphoenolpyruvate-dihydroxyacetone phosphotransferase (EC 2.7.1.121), ADP-binding subunit DhaL	41	2
PTS system, galactitol-specific IIC component (EC 2.7.1.69)	PTS system, galactitol-specific IIC component (EC 2.7.1.69)	42	2
PTS system, galactitol-specific IIA component (EC 2.7.1.69)	PTS system, galactitol-specific IIA component (EC 2.7.1.69)	42	2
Sialic acid utilization regulator, RpiR family	Sialic acid utilization regulator, RpiR family	43	2
PTS system, N-acetylglucosamine-specific IIC component (EC 2.7.1.69)	PTS system, N-acetylglucosamine-specific IIC component (EC 2.7.1.69)	43	2
Ribonucleotide reduction protein NrdI	Ribonucleotide reduction protein NrdI	44	2
Ribonucleotide reductase of class Ib (aerobic), beta subunit (EC 1.17.4.1)	Ribonucleotide reductase of class Ib (aerobic), beta subunit (EC 1.17.4.1)	44	2
SSU ribosomal protein S1p	SSU ribosomal protein S1p	45	2
Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	45	2
