	Systematic.name	cluster	cluster.size
gi|319430703|ref|NZ_GL622333.1|:c752373-751384	gi|319430703|ref|NZ_GL622333.1|:c752373-751384	1	535
gi|116628683|ref|NC_008530.1|:9351-9869	gi|116628683|ref|NC_008530.1|:9351-9869	2	512
gi|282852313|ref|NZ_ADFT01000034.1|:416716-417621	gi|282852313|ref|NZ_ADFT01000034.1|:416716-417621	2	512
gi|298252520|ref|NZ_ADAN01000003.1|:c367622-366765	gi|298252520|ref|NZ_ADAN01000003.1|:c367622-366765	3	43
gi|283782520|ref|NC_013721.1|:1027883-1029982	gi|283782520|ref|NC_013721.1|:1027883-1029982	3	43
gi|283782520|ref|NC_013721.1|:253283-253804	gi|283782520|ref|NC_013721.1|:253283-253804	3	43
gi|298252964|ref|NZ_ADAN01000005.1|:54779-57151	gi|298252964|ref|NZ_ADAN01000005.1|:54779-57151	3	43
gi|308213221|ref|NZ_ADNB01000096.1|:c1157-1	gi|308213221|ref|NZ_ADNB01000096.1|:c1157-1	3	43
gi|415723029|ref|NZ_ADEU01000005.1|:9232-11214	gi|415723029|ref|NZ_ADEU01000005.1|:9232-11214	3	43
gi|415726671|ref|NZ_ADEV01000008.1|:c5883-4384	gi|415726671|ref|NZ_ADEV01000008.1|:c5883-4384	3	43
gi|309807876|ref|NZ_AEHQ01000037.1|:c12612-11254	gi|309807876|ref|NZ_AEHQ01000037.1|:c12612-11254	1	535
gi|309807777|ref|NZ_AEHQ01000036.1|:42904-44892	gi|309807777|ref|NZ_AEHQ01000036.1|:42904-44892	1	535
gi|319430703|ref|NZ_GL622333.1|:1204059-1205147	gi|319430703|ref|NZ_GL622333.1|:1204059-1205147	1	535
gi|319430703|ref|NZ_GL622333.1|:911407-911991	gi|319430703|ref|NZ_GL622333.1|:911407-911991	1	535
gi|319430703|ref|NZ_GL622333.1|:c612475-611138	gi|319430703|ref|NZ_GL622333.1|:c612475-611138	1	535
LINAB1_1054|LINAB1_1054|30S	LINAB1_1054|LINAB1_1054|30S	1	535
gi|319430703|ref|NZ_GL622333.1|:c1026557-1026006	gi|319430703|ref|NZ_GL622333.1|:c1026557-1026006	1	535
gi|309808262|ref|NZ_AEHQ01000061.1|:19769-20731	gi|309808262|ref|NZ_AEHQ01000061.1|:19769-20731	1	535
gi|319430703|ref|NZ_GL622333.1|:c723430-722168	gi|319430703|ref|NZ_GL622333.1|:c723430-722168	1	535
gi|319430703|ref|NZ_GL622333.1|:c1062119-1061682	gi|319430703|ref|NZ_GL622333.1|:c1062119-1061682	1	535
gi|319430703|ref|NZ_GL622333.1|:c34074-33790	gi|319430703|ref|NZ_GL622333.1|:c34074-33790	1	535
gi|319430703|ref|NZ_GL622333.1|:490503-492272	gi|319430703|ref|NZ_GL622333.1|:490503-492272	1	535
gi|309805939|ref|NZ_AEHP01000007.1|:c2800-2135	gi|309805939|ref|NZ_AEHP01000007.1|:c2800-2135	1	535
gi|319430703|ref|NZ_GL622333.1|:471047-472375	gi|319430703|ref|NZ_GL622333.1|:471047-472375	1	535
gi|319430703|ref|NZ_GL622333.1|:c642694-641534	gi|319430703|ref|NZ_GL622333.1|:c642694-641534	1	535
gi|312873919|ref|NZ_AEKI01000022.1|:c14546-13353	gi|312873919|ref|NZ_AEKI01000022.1|:c14546-13353	1	535
gi|309807678|ref|NZ_AEHQ01000029.1|:c11888-10779	gi|309807678|ref|NZ_AEHQ01000029.1|:c11888-10779	1	535
gi|325912042|ref|NZ_AEXJ01000016.1|:c69412-68972	gi|325912042|ref|NZ_AEXJ01000016.1|:c69412-68972	1	535
gi|309808793|ref|NZ_AEHQ01000083.1|:c22778-21876	gi|309808793|ref|NZ_AEHQ01000083.1|:c22778-21876	1	535
gi|309808396|ref|NZ_AEHQ01000069.1|:c58108-57743	gi|309808396|ref|NZ_AEHQ01000069.1|:c58108-57743	1	535
gi|309804198|ref|NZ_AEHN01000023.1|:c31894-31139	gi|309804198|ref|NZ_AEHN01000023.1|:c31894-31139	1	535
gi|335049198|ref|NZ_AFIJ01000017.1|:c1957-758	gi|335049198|ref|NZ_AFIJ01000017.1|:c1957-758	4	121
gi|335048960|ref|NZ_AFIJ01000008.1|:116500-116946	gi|335048960|ref|NZ_AFIJ01000008.1|:116500-116946	4	121
gi|335050181|ref|NZ_AFIJ01000045.1|:c85238-82950	gi|335050181|ref|NZ_AFIJ01000045.1|:c85238-82950	4	121
gi|335048960|ref|NZ_AFIJ01000008.1|:44332-45738	gi|335048960|ref|NZ_AFIJ01000008.1|:44332-45738	4	121
gi|335048827|ref|NZ_AFIJ01000007.1|:c21934-20918	gi|335048827|ref|NZ_AFIJ01000007.1|:c21934-20918	4	121
gi|335049861|ref|NZ_AFIJ01000036.1|:c3821-3282	gi|335049861|ref|NZ_AFIJ01000036.1|:c3821-3282	4	121
gi|335050013|ref|NZ_AFIJ01000039.1|:c34898-30669	gi|335050013|ref|NZ_AFIJ01000039.1|:c34898-30669	4	121
gi|335049912|ref|NZ_AFIJ01000038.1|:c31184-28731	gi|335049912|ref|NZ_AFIJ01000038.1|:c31184-28731	4	121
gi|335049218|ref|NZ_AFIJ01000018.1|:c30016-28661	gi|335049218|ref|NZ_AFIJ01000018.1|:c30016-28661	4	121
gi|335049375|ref|NZ_AFIJ01000023.1|:c43105-41918	gi|335049375|ref|NZ_AFIJ01000023.1|:c43105-41918	4	121
gi|335049134|ref|NZ_AFIJ01000011.1|:c5976-4690	gi|335049134|ref|NZ_AFIJ01000011.1|:c5976-4690	4	121
gi|335050013|ref|NZ_AFIJ01000039.1|:c29185-27113	gi|335050013|ref|NZ_AFIJ01000039.1|:c29185-27113	4	121
gi|335048960|ref|NZ_AFIJ01000008.1|:58794-59357	gi|335048960|ref|NZ_AFIJ01000008.1|:58794-59357	4	121
gi|256843755|ref|NZ_GG698761.1|:226432-227106	gi|256843755|ref|NZ_GG698761.1|:226432-227106	2	512
gi|295691862|ref|NC_014106.1|:c1289156-1288431	gi|295691862|ref|NC_014106.1|:c1289156-1288431	2	512
gi|238694420|ref|NZ_GG669823.1|:3670-7236	gi|238694420|ref|NZ_GG669823.1|:3670-7236	2	512
gi|238694420|ref|NZ_GG669823.1|:17142-17933	gi|238694420|ref|NZ_GG669823.1|:17142-17933	2	512
gi|238694413|ref|NZ_GG669816.1|:c187995-187330	gi|238694413|ref|NZ_GG669816.1|:c187995-187330	2	512
gi|295691862|ref|NC_014106.1|:371256-371855	gi|295691862|ref|NC_014106.1|:371256-371855	2	512
gi|295691862|ref|NC_014106.1|:c1870580-1869480	gi|295691862|ref|NC_014106.1|:c1870580-1869480	2	512
gi|423319579|ref|NZ_JH932290.1|:447114-447638	gi|423319579|ref|NZ_JH932290.1|:447114-447638	2	512
gi|159162017|ref|NC_006814.3|:291613-292230	gi|159162017|ref|NC_006814.3|:291613-292230	2	512
gi|295691862|ref|NC_014106.1|:c1943717-1942419	gi|295691862|ref|NC_014106.1|:c1943717-1942419	2	512
gi|295691862|ref|NC_014106.1|:270617-271852	gi|295691862|ref|NC_014106.1|:270617-271852	2	512
gi|295691862|ref|NC_014106.1|:632496-633398	gi|295691862|ref|NC_014106.1|:632496-633398	2	512
gi|295691862|ref|NC_014106.1|:c1856527-1854956	gi|295691862|ref|NC_014106.1|:c1856527-1854956	2	512
gi|312984231|ref|NZ_GL531748.1|:c6973-5933	gi|312984231|ref|NZ_GL531748.1|:c6973-5933	2	512
gi|159162017|ref|NC_006814.3|:301656-301877	gi|159162017|ref|NC_006814.3|:301656-301877	2	512
gi|312977560|ref|NZ_GL531738.1|:c9227-7748	gi|312977560|ref|NZ_GL531738.1|:c9227-7748	2	512
gi|159162017|ref|NC_006814.3|:758547-760058	gi|159162017|ref|NC_006814.3|:758547-760058	2	512
gi|238694420|ref|NZ_GG669823.1|:28359-28763	gi|238694420|ref|NZ_GG669823.1|:28359-28763	2	512
gi|295691862|ref|NC_014106.1|:1997169-1999907	gi|295691862|ref|NC_014106.1|:1997169-1999907	2	512
gi|159162017|ref|NC_006814.3|:756451-757164	gi|159162017|ref|NC_006814.3|:756451-757164	2	512
gi|256842701|ref|NZ_GG698760.1|:194216-197017	gi|256842701|ref|NZ_GG698760.1|:194216-197017	2	512
gi|295691862|ref|NC_014106.1|:814753-817392	gi|295691862|ref|NC_014106.1|:814753-817392	2	512
gi|159162017|ref|NC_006814.3|:295692-296060	gi|159162017|ref|NC_006814.3|:295692-296060	2	512
gi|295691862|ref|NC_014106.1|:536739-537659	gi|295691862|ref|NC_014106.1|:536739-537659	2	512
gi|262046743|ref|NZ_GG704610.1|:c129120-127289	gi|262046743|ref|NZ_GG704610.1|:c129120-127289	2	512
gi|312984348|ref|NZ_GL531752.1|:c14472-12472	gi|312984348|ref|NZ_GL531752.1|:c14472-12472	2	512
gi|295691862|ref|NC_014106.1|:452561-453481	gi|295691862|ref|NC_014106.1|:452561-453481	2	512
gi|312977809|ref|NZ_GL531739.1|:c42373-40118	gi|312977809|ref|NZ_GL531739.1|:c42373-40118	2	512
gi|159162017|ref|NC_006814.3|:695315-696073	gi|159162017|ref|NC_006814.3|:695315-696073	2	512
gi|295691862|ref|NC_014106.1|:1985400-1987262	gi|295691862|ref|NC_014106.1|:1985400-1987262	2	512
gi|159162017|ref|NC_006814.3|:933614-935383	gi|159162017|ref|NC_006814.3|:933614-935383	2	512
gi|312977560|ref|NZ_GL531738.1|:c175490-174927	gi|312977560|ref|NZ_GL531738.1|:c175490-174927	2	512
gi|295691862|ref|NC_014106.1|:c1378241-1375053	gi|295691862|ref|NC_014106.1|:c1378241-1375053	2	512
gi|238694412|ref|NZ_GG669815.1|:77469-78197	gi|238694412|ref|NZ_GG669815.1|:77469-78197	2	512
gi|238694414|ref|NZ_GG669817.1|:c141404-139773	gi|238694414|ref|NZ_GG669817.1|:c141404-139773	2	512
gi|295691862|ref|NC_014106.1|:832988-834331	gi|295691862|ref|NC_014106.1|:832988-834331	2	512
gi|295691862|ref|NC_014106.1|:c474314-472656	gi|295691862|ref|NC_014106.1|:c474314-472656	2	512
gi|295691862|ref|NC_014106.1|:c1290326-1289301	gi|295691862|ref|NC_014106.1|:c1290326-1289301	2	512
gi|293379881|ref|NZ_ADGR01000018.1|:c2358-850	gi|293379881|ref|NZ_ADGR01000018.1|:c2358-850	2	512
gi|295691862|ref|NC_014106.1|:957680-958591	gi|295691862|ref|NC_014106.1|:957680-958591	2	512
gi|295691862|ref|NC_014106.1|:611071-612951	gi|295691862|ref|NC_014106.1|:611071-612951	2	512
gi|159162017|ref|NC_006814.3|:721708-722436	gi|159162017|ref|NC_006814.3|:721708-722436	2	512
gi|295691862|ref|NC_014106.1|:c1071122-1069650	gi|295691862|ref|NC_014106.1|:c1071122-1069650	2	512
gi|238694417|ref|NZ_GG669820.1|:c7251-6517	gi|238694417|ref|NZ_GG669820.1|:c7251-6517	2	512
gi|295691862|ref|NC_014106.1|:c1907692-1906466	gi|295691862|ref|NC_014106.1|:c1907692-1906466	2	512
gi|295691862|ref|NC_014106.1|:322090-322326	gi|295691862|ref|NC_014106.1|:322090-322326	2	512
gi|295691862|ref|NC_014106.1|:687975-688994	gi|295691862|ref|NC_014106.1|:687975-688994	2	512
gi|256844216|ref|NZ_GG698762.1|:233204-234739	gi|256844216|ref|NZ_GG698762.1|:233204-234739	2	512
gi|295691862|ref|NC_014106.1|:c1700290-1698989	gi|295691862|ref|NC_014106.1|:c1700290-1698989	2	512
gi|256842701|ref|NZ_GG698760.1|:306044-307447	gi|256842701|ref|NZ_GG698760.1|:306044-307447	2	512
gi|159162017|ref|NC_006814.3|:294074-294748	gi|159162017|ref|NC_006814.3|:294074-294748	2	512
gi|295691862|ref|NC_014106.1|:158733-159446	gi|295691862|ref|NC_014106.1|:158733-159446	2	512
gi|159162017|ref|NC_006814.3|:293707-294060	gi|159162017|ref|NC_006814.3|:293707-294060	2	512
gi|295691862|ref|NC_014106.1|:1060264-1061661	gi|295691862|ref|NC_014106.1|:1060264-1061661	2	512
gi|295691862|ref|NC_014106.1|:233620-234594	gi|295691862|ref|NC_014106.1|:233620-234594	2	512
gi|295691862|ref|NC_014106.1|:689076-690014	gi|295691862|ref|NC_014106.1|:689076-690014	2	512
gi|312977992|ref|NZ_GL531740.1|:131054-131971	gi|312977992|ref|NZ_GL531740.1|:131054-131971	2	512
gi|312977117|ref|NZ_GL531737.1|:1-1307	gi|312977117|ref|NZ_GL531737.1|:1-1307	2	512
gi|295691862|ref|NC_014106.1|:774273-774713	gi|295691862|ref|NC_014106.1|:774273-774713	2	512
gi|295691862|ref|NC_014106.1|:c1285022-1283325	gi|295691862|ref|NC_014106.1|:c1285022-1283325	2	512
gi|295691862|ref|NC_014106.1|:2000910-2002004	gi|295691862|ref|NC_014106.1|:2000910-2002004	2	512
gi|295691862|ref|NC_014106.1|:532372-533520	gi|295691862|ref|NC_014106.1|:532372-533520	2	512
gi|295691862|ref|NC_014106.1|:c1945010-1943721	gi|295691862|ref|NC_014106.1|:c1945010-1943721	2	512
gi|295691862|ref|NC_014106.1|:c1198540-1197428	gi|295691862|ref|NC_014106.1|:c1198540-1197428	2	512
gi|295691862|ref|NC_014106.1|:c1911854-1909590	gi|295691862|ref|NC_014106.1|:c1911854-1909590	2	512
gi|295691862|ref|NC_014106.1|:992690-994543	gi|295691862|ref|NC_014106.1|:992690-994543	2	512
gi|295691862|ref|NC_014106.1|:17095-18030	gi|295691862|ref|NC_014106.1|:17095-18030	2	512
gi|256844216|ref|NZ_GG698762.1|:330256-331299	gi|256844216|ref|NZ_GG698762.1|:330256-331299	2	512
gi|295691862|ref|NC_014106.1|:c52023-51010	gi|295691862|ref|NC_014106.1|:c52023-51010	2	512
gi|295691862|ref|NC_014106.1|:553715-555064	gi|295691862|ref|NC_014106.1|:553715-555064	2	512
gi|159162017|ref|NC_006814.3|:932623-933585	gi|159162017|ref|NC_006814.3|:932623-933585	2	512
gi|295691862|ref|NC_014106.1|:376029-376547	gi|295691862|ref|NC_014106.1|:376029-376547	2	512
gi|295691862|ref|NC_014106.1|:c1473050-1472892	gi|295691862|ref|NC_014106.1|:c1473050-1472892	2	512
gi|312977809|ref|NZ_GL531739.1|:c138758-138327	gi|312977809|ref|NZ_GL531739.1|:c138758-138327	2	512
gi|295691862|ref|NC_014106.1|:711791-712822	gi|295691862|ref|NC_014106.1|:711791-712822	2	512
gi|238694420|ref|NZ_GG669823.1|:7279-10911	gi|238694420|ref|NZ_GG669823.1|:7279-10911	2	512
gi|295691862|ref|NC_014106.1|:c1208068-1207109	gi|295691862|ref|NC_014106.1|:c1208068-1207109	2	512
gi|159162017|ref|NC_006814.3|:302848-303786	gi|159162017|ref|NC_006814.3|:302848-303786	2	512
gi|295691862|ref|NC_014106.1|:c1684374-1683067	gi|295691862|ref|NC_014106.1|:c1684374-1683067	2	512
gi|256842701|ref|NZ_GG698760.1|:304365-305603	gi|256842701|ref|NZ_GG698760.1|:304365-305603	2	512
gi|295691862|ref|NC_014106.1|:1495788-1497341	gi|295691862|ref|NC_014106.1|:1495788-1497341	2	512
gi|295691862|ref|NC_014106.1|:712875-713891	gi|295691862|ref|NC_014106.1|:712875-713891	2	512
gi|295691862|ref|NC_014106.1|:c214115-212799	gi|295691862|ref|NC_014106.1|:c214115-212799	2	512
gi|295691862|ref|NC_014106.1|:377295-377867	gi|295691862|ref|NC_014106.1|:377295-377867	2	512
gi|159162017|ref|NC_006814.3|:c262770-261799	gi|159162017|ref|NC_006814.3|:c262770-261799	2	512
gi|295691862|ref|NC_014106.1|:459942-461753	gi|295691862|ref|NC_014106.1|:459942-461753	2	512
gi|295691862|ref|NC_014106.1|:156526-158733	gi|295691862|ref|NC_014106.1|:156526-158733	2	512
gi|293379948|ref|NZ_ADGR01000032.1|:9065-9808	gi|293379948|ref|NZ_ADGR01000032.1|:9065-9808	2	512
gi|295691862|ref|NC_014106.1|:c1745700-1744363	gi|295691862|ref|NC_014106.1|:c1745700-1744363	2	512
gi|238694417|ref|NZ_GG669820.1|:37273-38451	gi|238694417|ref|NZ_GG669820.1|:37273-38451	2	512
gi|159162017|ref|NC_006814.3|:297094-297492	gi|159162017|ref|NC_006814.3|:297094-297492	2	512
gi|295691862|ref|NC_014106.1|:229226-230611	gi|295691862|ref|NC_014106.1|:229226-230611	2	512
gi|319430703|ref|NZ_GL622333.1|:c200413-199928	gi|319430703|ref|NZ_GL622333.1|:c200413-199928	1	535
gi|319430703|ref|NZ_GL622333.1|:c156452-155538	gi|319430703|ref|NZ_GL622333.1|:c156452-155538	1	535
gi|319430703|ref|NZ_GL622333.1|:126528-127004	gi|319430703|ref|NZ_GL622333.1|:126528-127004	1	535
gi|319430703|ref|NZ_GL622333.1|:c33764-32130	gi|319430703|ref|NZ_GL622333.1|:c33764-32130	1	535
gi|309808290|ref|NZ_AEHQ01000062.1|:8236-9876	gi|309808290|ref|NZ_AEHQ01000062.1|:8236-9876	1	535
gi|335048698|ref|NZ_AFIJ01000004.1|:76059-77501	gi|335048698|ref|NZ_AFIJ01000004.1|:76059-77501	4	121
gi|335048827|ref|NZ_AFIJ01000007.1|:c23978-22839	gi|335048827|ref|NZ_AFIJ01000007.1|:c23978-22839	4	121
gi|307566446|ref|NZ_ADFQ01000110.1|:c2696-1	gi|307566446|ref|NZ_ADFQ01000110.1|:c2696-1	5	204
gi|307564949|ref|NZ_ADFQ01000027.1|:60280-61368	gi|307564949|ref|NZ_ADFQ01000027.1|:60280-61368	5	204
gi|307566223|ref|NZ_ADFQ01000098.1|:18823-20664	gi|307566223|ref|NZ_ADFQ01000098.1|:18823-20664	5	204
gi|307565113|ref|NZ_ADFQ01000036.1|:5277-5720	gi|307565113|ref|NZ_ADFQ01000036.1|:5277-5720	5	204
gi|307566285|ref|NZ_ADFQ01000102.1|:c21528-20077	gi|307566285|ref|NZ_ADFQ01000102.1|:c21528-20077	5	204
gi|307566496|ref|NZ_ADFQ01000114.1|:c9622-9083	gi|307566496|ref|NZ_ADFQ01000114.1|:c9622-9083	5	204
gi|307565113|ref|NZ_ADFQ01000036.1|:1451-3565	gi|307565113|ref|NZ_ADFQ01000036.1|:1451-3565	5	204
gi|307565971|ref|NZ_ADFQ01000086.1|:1398-2081	gi|307565971|ref|NZ_ADFQ01000086.1|:1398-2081	5	204
gi|307564949|ref|NZ_ADFQ01000027.1|:19843-22401	gi|307564949|ref|NZ_ADFQ01000027.1|:19843-22401	5	204
gi|307566223|ref|NZ_ADFQ01000098.1|:16028-17848	gi|307566223|ref|NZ_ADFQ01000098.1|:16028-17848	5	204
gi|307566269|ref|NZ_ADFQ01000100.1|:c1188-232	gi|307566269|ref|NZ_ADFQ01000100.1|:c1188-232	5	204
gi|307565523|ref|NZ_ADFQ01000064.1|:c17147-15000	gi|307565523|ref|NZ_ADFQ01000064.1|:c17147-15000	5	204
gi|307565113|ref|NZ_ADFQ01000036.1|:4626-5255	gi|307565113|ref|NZ_ADFQ01000036.1|:4626-5255	5	204
gi|307566316|ref|NZ_ADFQ01000105.1|:76474-77832	gi|307566316|ref|NZ_ADFQ01000105.1|:76474-77832	5	204
gi|307565691|ref|NZ_ADFQ01000075.1|:92835-93713	gi|307565691|ref|NZ_ADFQ01000075.1|:92835-93713	5	204
gi|307564725|ref|NZ_ADFQ01000016.1|:c105805-103550	gi|307564725|ref|NZ_ADFQ01000016.1|:c105805-103550	5	204
gi|307565894|ref|NZ_ADFQ01000085.1|:c45830-44052	gi|307565894|ref|NZ_ADFQ01000085.1|:c45830-44052	5	204
gi|307566402|ref|NZ_ADFQ01000107.1|:c6704-5943	gi|307566402|ref|NZ_ADFQ01000107.1|:c6704-5943	5	204
gi|307564949|ref|NZ_ADFQ01000027.1|:28958-29956	gi|307564949|ref|NZ_ADFQ01000027.1|:28958-29956	5	204
gi|307565113|ref|NZ_ADFQ01000036.1|:15911-16516	gi|307565113|ref|NZ_ADFQ01000036.1|:15911-16516	5	204
gi|307564642|ref|NZ_ADFQ01000014.1|:60623-61486	gi|307564642|ref|NZ_ADFQ01000014.1|:60623-61486	5	204
gi|307565612|ref|NZ_ADFQ01000066.1|:26649-28406	gi|307565612|ref|NZ_ADFQ01000066.1|:26649-28406	5	204
gi|298252520|ref|NZ_ADAN01000003.1|:c160549-159281	gi|298252520|ref|NZ_ADAN01000003.1|:c160549-159281	6	3
gi|309806766|ref|NZ_AEHP01000044.1|:c3397-2582	gi|309806766|ref|NZ_AEHP01000044.1|:c3397-2582	1	535
gi|319430703|ref|NZ_GL622333.1|:c1002319-1001957	gi|319430703|ref|NZ_GL622333.1|:c1002319-1001957	1	535
gi|309806244|ref|NZ_AEHP01000023.1|:c27980-27126	gi|309806244|ref|NZ_AEHP01000023.1|:c27980-27126	1	535
gi|335049607|ref|NZ_AFIJ01000032.1|:c21177-19759	gi|335049607|ref|NZ_AFIJ01000032.1|:c21177-19759	4	121
gi|307565523|ref|NZ_ADFQ01000064.1|:62500-63189	gi|307565523|ref|NZ_ADFQ01000064.1|:62500-63189	5	204
gi|307565231|ref|NZ_ADFQ01000050.1|:7296-8882	gi|307565231|ref|NZ_ADFQ01000050.1|:7296-8882	5	204
gi|307566463|ref|NZ_ADFQ01000112.1|:c470-1	gi|307566463|ref|NZ_ADFQ01000112.1|:c470-1	5	204
gi|307565971|ref|NZ_ADFQ01000086.1|:192372-193937	gi|307565971|ref|NZ_ADFQ01000086.1|:192372-193937	5	204
gi|307565971|ref|NZ_ADFQ01000086.1|:c6808-3233	gi|307565971|ref|NZ_ADFQ01000086.1|:c6808-3233	5	204
gi|307566402|ref|NZ_ADFQ01000107.1|:c11621-9006	gi|307566402|ref|NZ_ADFQ01000107.1|:c11621-9006	5	204
gi|307565037|ref|NZ_ADFQ01000031.1|:4746-6389	gi|307565037|ref|NZ_ADFQ01000031.1|:4746-6389	5	204
gi|307565523|ref|NZ_ADFQ01000064.1|:60975-61814	gi|307565523|ref|NZ_ADFQ01000064.1|:60975-61814	5	204
gi|116628683|ref|NC_008530.1|:147792-149741	gi|116628683|ref|NC_008530.1|:147792-149741	2	512
gi|116628683|ref|NC_008530.1|:753960-754922	gi|116628683|ref|NC_008530.1|:753960-754922	2	512
gi|385824947|ref|NC_017477.1|:352623-353414	gi|385824947|ref|NC_017477.1|:352623-353414	2	512
gi|282852313|ref|NZ_ADFT01000034.1|:334708-338322	gi|282852313|ref|NZ_ADFT01000034.1|:334708-338322	2	512
gi|295691862|ref|NC_014106.1|:c1271554-1270505	gi|295691862|ref|NC_014106.1|:c1271554-1270505	2	512
gi|262045692|ref|NZ_GG704606.1|:c197311-197087	gi|262045692|ref|NZ_GG704606.1|:c197311-197087	2	512
gi|312977809|ref|NZ_GL531739.1|:c89861-88884	gi|312977809|ref|NZ_GL531739.1|:c89861-88884	2	512
gi|295691862|ref|NC_014106.1|:c1379319-1378234	gi|295691862|ref|NC_014106.1|:c1379319-1378234	2	512
gi|159162017|ref|NC_006814.3|:307756-308199	gi|159162017|ref|NC_006814.3|:307756-308199	2	512
gi|159162017|ref|NC_006814.3|:626544-626810	gi|159162017|ref|NC_006814.3|:626544-626810	2	512
gi|295691862|ref|NC_014106.1|:784762-785979	gi|295691862|ref|NC_014106.1|:784762-785979	2	512
gi|295691862|ref|NC_014106.1|:402663-403619	gi|295691862|ref|NC_014106.1|:402663-403619	2	512
gi|295691862|ref|NC_014106.1|:834349-834786	gi|295691862|ref|NC_014106.1|:834349-834786	2	512
gi|295691862|ref|NC_014106.1|:c344724-343375	gi|295691862|ref|NC_014106.1|:c344724-343375	2	512
gi|423318302|ref|NZ_JH932288.1|:50907-54662	gi|423318302|ref|NZ_JH932288.1|:50907-54662	2	512
gi|295691862|ref|NC_014106.1|:634669-635880	gi|295691862|ref|NC_014106.1|:634669-635880	2	512
gi|295691862|ref|NC_014106.1|:988425-990665	gi|295691862|ref|NC_014106.1|:988425-990665	2	512
gi|295691862|ref|NC_014106.1|:1369290-1371338	gi|295691862|ref|NC_014106.1|:1369290-1371338	2	512
gi|295691862|ref|NC_014106.1|:c1915412-1913751	gi|295691862|ref|NC_014106.1|:c1915412-1913751	2	512
gi|295691862|ref|NC_014106.1|:528072-530318	gi|295691862|ref|NC_014106.1|:528072-530318	2	512
gi|295691862|ref|NC_014106.1|:c1173475-1170695	gi|295691862|ref|NC_014106.1|:c1173475-1170695	2	512
gi|159162017|ref|NC_006814.3|:295394-295660	gi|159162017|ref|NC_006814.3|:295394-295660	2	512
gi|295691862|ref|NC_014106.1|:613013-613822	gi|295691862|ref|NC_014106.1|:613013-613822	2	512
gi|295691862|ref|NC_014106.1|:869882-871147	gi|295691862|ref|NC_014106.1|:869882-871147	2	512
gi|159162017|ref|NC_006814.3|:308211-308606	gi|159162017|ref|NC_006814.3|:308211-308606	2	512
gi|312977560|ref|NZ_GL531738.1|:c263384-261599	gi|312977560|ref|NZ_GL531738.1|:c263384-261599	2	512
gi|295691862|ref|NC_014106.1|:c1206581-1205679	gi|295691862|ref|NC_014106.1|:c1206581-1205679	2	512
gi|295691862|ref|NC_014106.1|:c1327399-1326398	gi|295691862|ref|NC_014106.1|:c1327399-1326398	2	512
gi|256842701|ref|NZ_GG698760.1|:223632-225389	gi|256842701|ref|NZ_GG698760.1|:223632-225389	2	512
gi|238694414|ref|NZ_GG669817.1|:c157959-155995	gi|238694414|ref|NZ_GG669817.1|:c157959-155995	2	512
gi|256844216|ref|NZ_GG698762.1|:170802-171329	gi|256844216|ref|NZ_GG698762.1|:170802-171329	2	512
gi|295691862|ref|NC_014106.1|:c1644428-1642014	gi|295691862|ref|NC_014106.1|:c1644428-1642014	2	512
gi|295691862|ref|NC_014106.1|:667137-669560	gi|295691862|ref|NC_014106.1|:667137-669560	2	512
gi|295691862|ref|NC_014106.1|:c1207106-1206582	gi|295691862|ref|NC_014106.1|:c1207106-1206582	2	512
gi|295691862|ref|NC_014106.1|:c1665004-1663805	gi|295691862|ref|NC_014106.1|:c1665004-1663805	2	512
gi|295691862|ref|NC_014106.1|:518036-519514	gi|295691862|ref|NC_014106.1|:518036-519514	2	512
gi|295691862|ref|NC_014106.1|:631512-632435	gi|295691862|ref|NC_014106.1|:631512-632435	2	512
gi|256842701|ref|NZ_GG698760.1|:514473-515303	gi|256842701|ref|NZ_GG698760.1|:514473-515303	2	512
gi|295691862|ref|NC_014106.1|:c1351166-1350771	gi|295691862|ref|NC_014106.1|:c1351166-1350771	2	512
gi|295691862|ref|NC_014106.1|:1020741-1021481	gi|295691862|ref|NC_014106.1|:1020741-1021481	2	512
gi|293381171|ref|NZ_ADGR01000125.1|:4241-6784	gi|293381171|ref|NZ_ADGR01000125.1|:4241-6784	2	512
gi|295691862|ref|NC_014106.1|:395910-397835	gi|295691862|ref|NC_014106.1|:395910-397835	2	512
gi|295691862|ref|NC_014106.1|:c1982442-1980928	gi|295691862|ref|NC_014106.1|:c1982442-1980928	2	512
gi|238694413|ref|NZ_GG669816.1|:77220-78296	gi|238694413|ref|NZ_GG669816.1|:77220-78296	2	512
gi|295691862|ref|NC_014106.1|:15061-15516	gi|295691862|ref|NC_014106.1|:15061-15516	2	512
gi|295691862|ref|NC_014106.1|:766393-767394	gi|295691862|ref|NC_014106.1|:766393-767394	2	512
gi|295691862|ref|NC_014106.1|:238666-240285	gi|295691862|ref|NC_014106.1|:238666-240285	2	512
gi|295691862|ref|NC_014106.1|:c1344370-1343756	gi|295691862|ref|NC_014106.1|:c1344370-1343756	2	512
gi|256843755|ref|NZ_GG698761.1|:157608-158528	gi|256843755|ref|NZ_GG698761.1|:157608-158528	2	512
gi|295691862|ref|NC_014106.1|:c1503821-1502772	gi|295691862|ref|NC_014106.1|:c1503821-1502772	2	512
gi|159162017|ref|NC_006814.3|:294748-295188	gi|159162017|ref|NC_006814.3|:294748-295188	2	512
