	Systematic.name	cluster	cluster.size
gi|283782520|ref|NC_013721.1|:c997632-996958	gi|283782520|ref|NC_013721.1|:c997632-996958	3	175
gi|415709421|ref|NZ_ADEP01000005.1|:c216540-213778	gi|415709421|ref|NZ_ADEP01000005.1|:c216540-213778	3	175
gi|298252964|ref|NZ_ADAN01000005.1|:152828-154417	gi|298252964|ref|NZ_ADAN01000005.1|:152828-154417	3	175
gi|283782520|ref|NC_013721.1|:781727-783196	gi|283782520|ref|NC_013721.1|:781727-783196	3	175
gi|256847565|ref|NZ_GG698803.1|:226037-226222	gi|256847565|ref|NZ_GG698803.1|:226037-226222	2	611
gi|307565691|ref|NZ_ADFQ01000075.1|:98464-98838	gi|307565691|ref|NZ_ADFQ01000075.1|:98464-98838	6	350
gi|307564642|ref|NZ_ADFQ01000014.1|:15766-17223	gi|307564642|ref|NZ_ADFQ01000014.1|:15766-17223	6	350
gi|307565894|ref|NZ_ADFQ01000085.1|:c68972-66681	gi|307565894|ref|NZ_ADFQ01000085.1|:c68972-66681	6	350
gi|307565516|ref|NZ_ADFQ01000063.1|:c7915-6134	gi|307565516|ref|NZ_ADFQ01000063.1|:c7915-6134	6	350
gi|307564725|ref|NZ_ADFQ01000016.1|:c45434-43530	gi|307564725|ref|NZ_ADFQ01000016.1|:c45434-43530	6	350
gi|307565375|ref|NZ_ADFQ01000052.1|:c1734-112	gi|307565375|ref|NZ_ADFQ01000052.1|:c1734-112	6	350
gi|307565971|ref|NZ_ADFQ01000086.1|:c186833-185526	gi|307565971|ref|NZ_ADFQ01000086.1|:c186833-185526	6	350
gi|307565113|ref|NZ_ADFQ01000036.1|:348-731	gi|307565113|ref|NZ_ADFQ01000036.1|:348-731	6	350
gi|307565113|ref|NZ_ADFQ01000036.1|:11992-12504	gi|307565113|ref|NZ_ADFQ01000036.1|:11992-12504	6	350
gi|335048698|ref|NZ_AFIJ01000004.1|:82874-87688	gi|335048698|ref|NZ_AFIJ01000004.1|:82874-87688	5	349
gi|335049607|ref|NZ_AFIJ01000032.1|:c79211-77880	gi|335049607|ref|NZ_AFIJ01000032.1|:c79211-77880	5	349
gi|335048827|ref|NZ_AFIJ01000007.1|:c100743-99334	gi|335048827|ref|NZ_AFIJ01000007.1|:c100743-99334	5	349
gi|335050181|ref|NZ_AFIJ01000045.1|:c105424-104900	gi|335050181|ref|NZ_AFIJ01000045.1|:c105424-104900	5	349
gi|335048827|ref|NZ_AFIJ01000007.1|:c70057-68126	gi|335048827|ref|NZ_AFIJ01000007.1|:c70057-68126	5	349
gi|335048827|ref|NZ_AFIJ01000007.1|:c83198-81405	gi|335048827|ref|NZ_AFIJ01000007.1|:c83198-81405	5	349
gi|335050181|ref|NZ_AFIJ01000045.1|:c95352-93721	gi|335050181|ref|NZ_AFIJ01000045.1|:c95352-93721	5	349
gi|335050158|ref|NZ_AFIJ01000044.1|:c13709-12297	gi|335050158|ref|NZ_AFIJ01000044.1|:c13709-12297	5	349
gi|335048796|ref|NZ_AFIJ01000006.1|:c4957-3914	gi|335048796|ref|NZ_AFIJ01000006.1|:c4957-3914	5	349
gi|307564632|ref|NZ_ADFQ01000011.1|:8527-11118	gi|307564632|ref|NZ_ADFQ01000011.1|:8527-11118	6	350
gi|307564388|ref|NZ_ADFQ01000003.1|:c89716-88385	gi|307564388|ref|NZ_ADFQ01000003.1|:c89716-88385	6	350
gi|307564725|ref|NZ_ADFQ01000016.1|:52253-53200	gi|307564725|ref|NZ_ADFQ01000016.1|:52253-53200	6	350
gi|307566463|ref|NZ_ADFQ01000112.1|:12086-13351	gi|307566463|ref|NZ_ADFQ01000112.1|:12086-13351	6	350
gi|307564642|ref|NZ_ADFQ01000014.1|:81934-83076	gi|307564642|ref|NZ_ADFQ01000014.1|:81934-83076	6	350
gi|307564642|ref|NZ_ADFQ01000014.1|:17284-18609	gi|307564642|ref|NZ_ADFQ01000014.1|:17284-18609	6	350
gi|307564949|ref|NZ_ADFQ01000027.1|:83478-85022	gi|307564949|ref|NZ_ADFQ01000027.1|:83478-85022	6	350
gi|307564642|ref|NZ_ADFQ01000014.1|:13401-14780	gi|307564642|ref|NZ_ADFQ01000014.1|:13401-14780	6	350
gi|307564642|ref|NZ_ADFQ01000014.1|:80408-81937	gi|307564642|ref|NZ_ADFQ01000014.1|:80408-81937	6	350
gi|307566422|ref|NZ_ADFQ01000109.1|:3020-4153	gi|307566422|ref|NZ_ADFQ01000109.1|:3020-4153	6	350
gi|307564949|ref|NZ_ADFQ01000027.1|:13938-15515	gi|307564949|ref|NZ_ADFQ01000027.1|:13938-15515	6	350
gi|307565249|ref|NZ_ADFQ01000051.1|:c153518-151737	gi|307565249|ref|NZ_ADFQ01000051.1|:c153518-151737	6	350
gi|307565971|ref|NZ_ADFQ01000086.1|:170086-171294	gi|307565971|ref|NZ_ADFQ01000086.1|:170086-171294	6	350
gi|307565971|ref|NZ_ADFQ01000086.1|:c19014-17437	gi|307565971|ref|NZ_ADFQ01000086.1|:c19014-17437	6	350
gi|307565808|ref|NZ_ADFQ01000083.1|:46401-47963	gi|307565808|ref|NZ_ADFQ01000083.1|:46401-47963	6	350
gi|307564949|ref|NZ_ADFQ01000027.1|:15550-16542	gi|307564949|ref|NZ_ADFQ01000027.1|:15550-16542	6	350
gi|307566215|ref|NZ_ADFQ01000096.1|:1746-2411	gi|307566215|ref|NZ_ADFQ01000096.1|:1746-2411	6	350
gi|307565894|ref|NZ_ADFQ01000085.1|:75419-77593	gi|307565894|ref|NZ_ADFQ01000085.1|:75419-77593	6	350
gi|307564725|ref|NZ_ADFQ01000016.1|:70854-72116	gi|307564725|ref|NZ_ADFQ01000016.1|:70854-72116	6	350
gi|307565808|ref|NZ_ADFQ01000083.1|:10196-11080	gi|307565808|ref|NZ_ADFQ01000083.1|:10196-11080	6	350
gi|307565113|ref|NZ_ADFQ01000036.1|:3655-3960	gi|307565113|ref|NZ_ADFQ01000036.1|:3655-3960	6	350
gi|307565971|ref|NZ_ADFQ01000086.1|:39907-43218	gi|307565971|ref|NZ_ADFQ01000086.1|:39907-43218	6	350
gi|307564545|ref|NZ_ADFQ01000004.1|:c50523-47941	gi|307564545|ref|NZ_ADFQ01000004.1|:c50523-47941	6	350
gi|307566285|ref|NZ_ADFQ01000102.1|:c19891-17837	gi|307566285|ref|NZ_ADFQ01000102.1|:c19891-17837	6	350
gi|307566496|ref|NZ_ADFQ01000114.1|:c14906-13929	gi|307566496|ref|NZ_ADFQ01000114.1|:c14906-13929	6	350
gi|307566316|ref|NZ_ADFQ01000105.1|:c80090-78630	gi|307566316|ref|NZ_ADFQ01000105.1|:c80090-78630	6	350
gi|307564949|ref|NZ_ADFQ01000027.1|:c78172-75653	gi|307564949|ref|NZ_ADFQ01000027.1|:c78172-75653	6	350
gi|116628683|ref|NC_008530.1|:c1358411-1356672	gi|116628683|ref|NC_008530.1|:c1358411-1356672	1	1008
gi|116628683|ref|NC_008530.1|:874547-876316	gi|116628683|ref|NC_008530.1|:874547-876316	1	1008
gi|116628683|ref|NC_008530.1|:251954-253057	gi|116628683|ref|NC_008530.1|:251954-253057	1	1008
gi|116628683|ref|NC_008530.1|:c1298325-1297570	gi|116628683|ref|NC_008530.1|:c1298325-1297570	1	1008
gi|116628683|ref|NC_008530.1|:c1503746-1502316	gi|116628683|ref|NC_008530.1|:c1503746-1502316	1	1008
gi|307565037|ref|NZ_ADFQ01000031.1|:c29942-28548	gi|307565037|ref|NZ_ADFQ01000031.1|:c29942-28548	6	350
gi|307565971|ref|NZ_ADFQ01000086.1|:91070-93040	gi|307565971|ref|NZ_ADFQ01000086.1|:91070-93040	6	350
gi|307565808|ref|NZ_ADFQ01000083.1|:c41907-40702	gi|307565808|ref|NZ_ADFQ01000083.1|:c41907-40702	6	350
gi|307564949|ref|NZ_ADFQ01000027.1|:c91875-90247	gi|307564949|ref|NZ_ADFQ01000027.1|:c91875-90247	6	350
gi|307565523|ref|NZ_ADFQ01000064.1|:5265-7664	gi|307565523|ref|NZ_ADFQ01000064.1|:5265-7664	6	350
gi|307566223|ref|NZ_ADFQ01000098.1|:52226-53860	gi|307566223|ref|NZ_ADFQ01000098.1|:52226-53860	6	350
gi|307565037|ref|NZ_ADFQ01000031.1|:c22012-19943	gi|307565037|ref|NZ_ADFQ01000031.1|:c22012-19943	6	350
gi|307565971|ref|NZ_ADFQ01000086.1|:c53988-52321	gi|307565971|ref|NZ_ADFQ01000086.1|:c53988-52321	6	350
gi|307566496|ref|NZ_ADFQ01000114.1|:c13876-12350	gi|307566496|ref|NZ_ADFQ01000114.1|:c13876-12350	6	350
gi|307565523|ref|NZ_ADFQ01000064.1|:609-2411	gi|307565523|ref|NZ_ADFQ01000064.1|:609-2411	6	350
gi|307565691|ref|NZ_ADFQ01000075.1|:102816-107189	gi|307565691|ref|NZ_ADFQ01000075.1|:102816-107189	6	350
gi|307565037|ref|NZ_ADFQ01000031.1|:32831-34540	gi|307565037|ref|NZ_ADFQ01000031.1|:32831-34540	6	350
gi|307565113|ref|NZ_ADFQ01000036.1|:937-1413	gi|307565113|ref|NZ_ADFQ01000036.1|:937-1413	6	350
gi|307565389|ref|NZ_ADFQ01000055.1|:1010-3574	gi|307565389|ref|NZ_ADFQ01000055.1|:1010-3574	6	350
gi|116628683|ref|NC_008530.1|:147792-149741	gi|116628683|ref|NC_008530.1|:147792-149741	1	1008
gi|116628683|ref|NC_008530.1|:753960-754922	gi|116628683|ref|NC_008530.1|:753960-754922	1	1008
gi|116628683|ref|NC_008530.1|:340873-341397	gi|116628683|ref|NC_008530.1|:340873-341397	1	1008
gi|116628683|ref|NC_008530.1|:c1297527-1296229	gi|116628683|ref|NC_008530.1|:c1297527-1296229	1	1008
gi|313150996|ref|NZ_GL379580.1|:497761-498957	gi|313150996|ref|NZ_GL379580.1|:497761-498957	1	1008
gi|116628683|ref|NC_008530.1|:344062-344313	gi|116628683|ref|NC_008530.1|:344062-344313	1	1008
gi|116628683|ref|NC_008530.1|:338493-338732	gi|116628683|ref|NC_008530.1|:338493-338732	1	1008
gi|116628683|ref|NC_008530.1|:697403-699937	gi|116628683|ref|NC_008530.1|:697403-699937	1	1008
gi|116628683|ref|NC_008530.1|:c1502292-1501384	gi|116628683|ref|NC_008530.1|:c1502292-1501384	1	1008
gi|116628683|ref|NC_008530.1|:333375-334004	gi|116628683|ref|NC_008530.1|:333375-334004	1	1008
gi|385824947|ref|NC_017477.1|:352623-353414	gi|385824947|ref|NC_017477.1|:352623-353414	1	1008
gi|116628683|ref|NC_008530.1|:425524-427155	gi|116628683|ref|NC_008530.1|:425524-427155	1	1008
gi|116628683|ref|NC_008530.1|:448954-451602	gi|116628683|ref|NC_008530.1|:448954-451602	1	1008
gi|282852313|ref|NZ_ADFT01000034.1|:334708-338322	gi|282852313|ref|NZ_ADFT01000034.1|:334708-338322	1	1008
gi|116628683|ref|NC_008530.1|:770641-771024	gi|116628683|ref|NC_008530.1|:770641-771024	1	1008
gi|116628683|ref|NC_008530.1|:380483-381175	gi|116628683|ref|NC_008530.1|:380483-381175	1	1008
gi|116628683|ref|NC_008530.1|:6345-8834	gi|116628683|ref|NC_008530.1|:6345-8834	1	1008
gi|116628683|ref|NC_008530.1|:379954-380385	gi|116628683|ref|NC_008530.1|:379954-380385	1	1008
gi|116628683|ref|NC_008530.1|:726107-726418	gi|116628683|ref|NC_008530.1|:726107-726418	1	1008
gi|311110042|ref|NZ_GL531761.1|:c1106269-1103915	gi|311110042|ref|NZ_GL531761.1|:c1106269-1103915	1	1008
gi|116628683|ref|NC_008530.1|:c1031317-1030019	gi|116628683|ref|NC_008530.1|:c1031317-1030019	1	1008
gi|295691862|ref|NC_014106.1|:c456808-455435	gi|295691862|ref|NC_014106.1|:c456808-455435	1	1008
gi|295691862|ref|NC_014106.1|:880842-882017	gi|295691862|ref|NC_014106.1|:880842-882017	1	1008
gi|312977809|ref|NZ_GL531739.1|:c89861-88884	gi|312977809|ref|NZ_GL531739.1|:c89861-88884	1	1008
gi|295691862|ref|NC_014106.1|:730883-731338	gi|295691862|ref|NC_014106.1|:730883-731338	1	1008
gi|238694420|ref|NZ_GG669823.1|:43983-44723	gi|238694420|ref|NZ_GG669823.1|:43983-44723	1	1008
gi|295691862|ref|NC_014106.1|:1009079-1009873	gi|295691862|ref|NC_014106.1|:1009079-1009873	1	1008
gi|295691862|ref|NC_014106.1|:c981856-980147	gi|295691862|ref|NC_014106.1|:c981856-980147	1	1008
gi|295691862|ref|NC_014106.1|:1987508-1988677	gi|295691862|ref|NC_014106.1|:1987508-1988677	1	1008
gi|295691862|ref|NC_014106.1|:999741-1000706	gi|295691862|ref|NC_014106.1|:999741-1000706	1	1008
gi|295691862|ref|NC_014106.1|:1394663-1395862	gi|295691862|ref|NC_014106.1|:1394663-1395862	1	1008
gi|295691862|ref|NC_014106.1|:148649-149440	gi|295691862|ref|NC_014106.1|:148649-149440	1	1008
gi|295691862|ref|NC_014106.1|:763845-764444	gi|295691862|ref|NC_014106.1|:763845-764444	1	1008
gi|423321503|ref|NZ_JH932273.1|:c224703-223768	gi|423321503|ref|NZ_JH932273.1|:c224703-223768	1	1008
gi|295691862|ref|NC_014106.1|:523287-524441	gi|295691862|ref|NC_014106.1|:523287-524441	1	1008
gi|295691862|ref|NC_014106.1|:613013-613822	gi|295691862|ref|NC_014106.1|:613013-613822	1	1008
gi|295691862|ref|NC_014106.1|:216966-217988	gi|295691862|ref|NC_014106.1|:216966-217988	1	1008
gi|295691862|ref|NC_014106.1|:1043197-1043961	gi|295691862|ref|NC_014106.1|:1043197-1043961	1	1008
gi|312978249|ref|NZ_GL531742.1|:108017-108466	gi|312978249|ref|NZ_GL531742.1|:108017-108466	1	1008
gi|256843755|ref|NZ_GG698761.1|:c50761-49883	gi|256843755|ref|NZ_GG698761.1|:c50761-49883	1	1008
gi|423318302|ref|NZ_JH932288.1|:189459-190394	gi|423318302|ref|NZ_JH932288.1|:189459-190394	1	1008
gi|295691862|ref|NC_014106.1|:c1326367-1326125	gi|295691862|ref|NC_014106.1|:c1326367-1326125	1	1008
gi|295691862|ref|NC_014106.1|:c1277199-1276903	gi|295691862|ref|NC_014106.1|:c1277199-1276903	1	1008
gi|256844216|ref|NZ_GG698762.1|:278437-279318	gi|256844216|ref|NZ_GG698762.1|:278437-279318	1	1008
gi|293379904|ref|NZ_ADGR01000023.1|:c3538-3128	gi|293379904|ref|NZ_ADGR01000023.1|:c3538-3128	1	1008
gi|295691862|ref|NC_014106.1|:1388445-1389326	gi|295691862|ref|NC_014106.1|:1388445-1389326	1	1008
gi|295691862|ref|NC_014106.1|:413545-414165	gi|295691862|ref|NC_014106.1|:413545-414165	1	1008
gi|295691862|ref|NC_014106.1|:1886185-1886940	gi|295691862|ref|NC_014106.1|:1886185-1886940	1	1008
gi|295691862|ref|NC_014106.1|:c995794-994610	gi|295691862|ref|NC_014106.1|:c995794-994610	1	1008
gi|295691862|ref|NC_014106.1|:836916-839702	gi|295691862|ref|NC_014106.1|:836916-839702	1	1008
gi|256842701|ref|NZ_GG698760.1|:c290797-289736	gi|256842701|ref|NZ_GG698760.1|:c290797-289736	1	1008
gi|295691862|ref|NC_014106.1|:c1373118-1372255	gi|295691862|ref|NC_014106.1|:c1373118-1372255	1	1008
gi|295691862|ref|NC_014106.1|:422374-423756	gi|295691862|ref|NC_014106.1|:422374-423756	1	1008
gi|295691862|ref|NC_014106.1|:1022065-1022781	gi|295691862|ref|NC_014106.1|:1022065-1022781	1	1008
gi|295691862|ref|NC_014106.1|:419511-420512	gi|295691862|ref|NC_014106.1|:419511-420512	1	1008
gi|295691862|ref|NC_014106.1|:c1351597-1351166	gi|295691862|ref|NC_014106.1|:c1351597-1351166	1	1008
gi|295691862|ref|NC_014106.1|:1055360-1057471	gi|295691862|ref|NC_014106.1|:1055360-1057471	1	1008
gi|256842701|ref|NZ_GG698760.1|:1011643-1012644	gi|256842701|ref|NZ_GG698760.1|:1011643-1012644	1	1008
gi|238694413|ref|NZ_GG669816.1|:212789-213181	gi|238694413|ref|NZ_GG669816.1|:212789-213181	1	1008
gi|295691862|ref|NC_014106.1|:237992-238549	gi|295691862|ref|NC_014106.1|:237992-238549	1	1008
gi|423317670|ref|NZ_JH932287.1|:c346670-345495	gi|423317670|ref|NZ_JH932287.1|:c346670-345495	1	1008
gi|295691862|ref|NC_014106.1|:c1406743-1405571	gi|295691862|ref|NC_014106.1|:c1406743-1405571	1	1008
gi|238694422|ref|NZ_GG669825.1|:c63629-63270	gi|238694422|ref|NZ_GG669825.1|:c63629-63270	1	1008
gi|295691862|ref|NC_014106.1|:552597-553631	gi|295691862|ref|NC_014106.1|:552597-553631	1	1008
gi|295691862|ref|NC_014106.1|:348818-350251	gi|295691862|ref|NC_014106.1|:348818-350251	1	1008
gi|295691862|ref|NC_014106.1|:687095-687934	gi|295691862|ref|NC_014106.1|:687095-687934	1	1008
gi|295691862|ref|NC_014106.1|:c1331503-1331141	gi|295691862|ref|NC_014106.1|:c1331503-1331141	1	1008
gi|423319579|ref|NZ_JH932290.1|:413596-415536	gi|423319579|ref|NZ_JH932290.1|:413596-415536	1	1008
gi|295691862|ref|NC_014106.1|:c1367672-1366857	gi|295691862|ref|NC_014106.1|:c1367672-1366857	1	1008
gi|256842701|ref|NZ_GG698760.1|:c1040682-1038019	gi|256842701|ref|NZ_GG698760.1|:c1040682-1038019	1	1008
gi|295691862|ref|NC_014106.1|:571925-573547	gi|295691862|ref|NC_014106.1|:571925-573547	1	1008
gi|312984373|ref|NZ_GL531754.1|:9802-10503	gi|312984373|ref|NZ_GL531754.1|:9802-10503	1	1008
gi|256844216|ref|NZ_GG698762.1|:c97165-95237	gi|256844216|ref|NZ_GG698762.1|:c97165-95237	1	1008
gi|423318302|ref|NZ_JH932288.1|:150027-151577	gi|423318302|ref|NZ_JH932288.1|:150027-151577	1	1008
gi|312976663|ref|NZ_GL531736.1|:c221831-220598	gi|312976663|ref|NZ_GL531736.1|:c221831-220598	1	1008
gi|295691862|ref|NC_014106.1|:750223-751386	gi|295691862|ref|NC_014106.1|:750223-751386	1	1008
gi|295691862|ref|NC_014106.1|:135934-137046	gi|295691862|ref|NC_014106.1|:135934-137046	1	1008
gi|256842701|ref|NZ_GG698760.1|:538745-540196	gi|256842701|ref|NZ_GG698760.1|:538745-540196	1	1008
gi|295691862|ref|NC_014106.1|:359303-360298	gi|295691862|ref|NC_014106.1|:359303-360298	1	1008
gi|295691862|ref|NC_014106.1|:990665-991102	gi|295691862|ref|NC_014106.1|:990665-991102	1	1008
gi|295691862|ref|NC_014106.1|:c1232008-1231130	gi|295691862|ref|NC_014106.1|:c1232008-1231130	1	1008
gi|295691862|ref|NC_014106.1|:c1168764-1168120	gi|295691862|ref|NC_014106.1|:c1168764-1168120	1	1008
gi|295691862|ref|NC_014106.1|:c1204394-1203639	gi|295691862|ref|NC_014106.1|:c1204394-1203639	1	1008
gi|295691862|ref|NC_014106.1|:686134-687102	gi|295691862|ref|NC_014106.1|:686134-687102	1	1008
gi|295691862|ref|NC_014106.1|:149440-150252	gi|295691862|ref|NC_014106.1|:149440-150252	1	1008
gi|256844582|ref|NZ_GG698763.1|:c129007-128297	gi|256844582|ref|NZ_GG698763.1|:c129007-128297	1	1008
gi|295691862|ref|NC_014106.1|:c1517336-1516989	gi|295691862|ref|NC_014106.1|:c1517336-1516989	1	1008
gi|295691862|ref|NC_014106.1|:c565779-565252	gi|295691862|ref|NC_014106.1|:c565779-565252	1	1008
gi|295691862|ref|NC_014106.1|:840826-841521	gi|295691862|ref|NC_014106.1|:840826-841521	1	1008
gi|295691862|ref|NC_014106.1|:358433-359299	gi|295691862|ref|NC_014106.1|:358433-359299	1	1008
gi|238694415|ref|NZ_GG669818.1|:c94942-94505	gi|238694415|ref|NZ_GG669818.1|:c94942-94505	1	1008
gi|295691862|ref|NC_014106.1|:c1472240-1471554	gi|295691862|ref|NC_014106.1|:c1472240-1471554	1	1008
gi|312977560|ref|NZ_GL531738.1|:200594-201280	gi|312977560|ref|NZ_GL531738.1|:200594-201280	1	1008
gi|295691862|ref|NC_014106.1|:373168-374025	gi|295691862|ref|NC_014106.1|:373168-374025	1	1008
gi|295691862|ref|NC_014106.1|:969831-971147	gi|295691862|ref|NC_014106.1|:969831-971147	1	1008
gi|256844582|ref|NZ_GG698763.1|:c124641-123904	gi|256844582|ref|NZ_GG698763.1|:c124641-123904	1	1008
gi|238694430|ref|NZ_GG669833.1|:6823-7611	gi|238694430|ref|NZ_GG669833.1|:6823-7611	1	1008
gi|295691862|ref|NC_014106.1|:871137-871727	gi|295691862|ref|NC_014106.1|:871137-871727	1	1008
gi|295691862|ref|NC_014106.1|:599238-599930	gi|295691862|ref|NC_014106.1|:599238-599930	1	1008
gi|295691862|ref|NC_014106.1|:963868-964932	gi|295691862|ref|NC_014106.1|:963868-964932	1	1008
gi|256843755|ref|NZ_GG698761.1|:311728-312486	gi|256843755|ref|NZ_GG698761.1|:311728-312486	1	1008
gi|293380415|ref|NZ_ADGR01000064.1|:c26262-24862	gi|293380415|ref|NZ_ADGR01000064.1|:c26262-24862	1	1008
gi|295691862|ref|NC_014106.1|:1092919-1094271	gi|295691862|ref|NC_014106.1|:1092919-1094271	1	1008
gi|256844216|ref|NZ_GG698762.1|:32814-33458	gi|256844216|ref|NZ_GG698762.1|:32814-33458	1	1008
gi|295691862|ref|NC_014106.1|:582368-584137	gi|295691862|ref|NC_014106.1|:582368-584137	1	1008
gi|295691862|ref|NC_014106.1|:c1334473-1333799	gi|295691862|ref|NC_014106.1|:c1334473-1333799	1	1008
gi|312976663|ref|NZ_GL531736.1|:c9600-8977	gi|312976663|ref|NZ_GL531736.1|:c9600-8977	1	1008
gi|295691862|ref|NC_014106.1|:c1499731-1498820	gi|295691862|ref|NC_014106.1|:c1499731-1498820	1	1008
gi|295691862|ref|NC_014106.1|:289489-289851	gi|295691862|ref|NC_014106.1|:289489-289851	1	1008
gi|256842701|ref|NZ_GG698760.1|:533553-536387	gi|256842701|ref|NZ_GG698760.1|:533553-536387	1	1008
gi|295691862|ref|NC_014106.1|:817393-818676	gi|295691862|ref|NC_014106.1|:817393-818676	1	1008
gi|295691862|ref|NC_014106.1|:c1267955-1266804	gi|295691862|ref|NC_014106.1|:c1267955-1266804	1	1008
gi|159162017|ref|NC_006814.3|:396047-396304	gi|159162017|ref|NC_006814.3|:396047-396304	1	1008
gi|423322441|ref|NZ_JH932275.1|:c204340-203714	gi|423322441|ref|NZ_JH932275.1|:c204340-203714	1	1008
gi|295691862|ref|NC_014106.1|:c1335123-1334473	gi|295691862|ref|NC_014106.1|:c1335123-1334473	1	1008
gi|295691862|ref|NC_014106.1|:412739-413545	gi|295691862|ref|NC_014106.1|:412739-413545	1	1008
gi|256844216|ref|NZ_GG698762.1|:c170260-168896	gi|256844216|ref|NZ_GG698762.1|:c170260-168896	1	1008
gi|256844216|ref|NZ_GG698762.1|:277365-277667	gi|256844216|ref|NZ_GG698762.1|:277365-277667	1	1008
gi|312984423|ref|NZ_GL531760.1|:c668-1	gi|312984423|ref|NZ_GL531760.1|:c668-1	1	1008
gi|295691862|ref|NC_014106.1|:c1727805-1727230	gi|295691862|ref|NC_014106.1|:c1727805-1727230	1	1008
gi|295691862|ref|NC_014106.1|:722859-723671	gi|295691862|ref|NC_014106.1|:722859-723671	1	1008
gi|295691862|ref|NC_014106.1|:279946-281076	gi|295691862|ref|NC_014106.1|:279946-281076	1	1008
gi|293380340|ref|NZ_ADGR01000062.1|:60199-60987	gi|293380340|ref|NZ_ADGR01000062.1|:60199-60987	1	1008
gi|423318934|ref|NZ_JH932289.1|:425178-426209	gi|423318934|ref|NZ_JH932289.1|:425178-426209	1	1008
gi|295691862|ref|NC_014106.1|:659689-660594	gi|295691862|ref|NC_014106.1|:659689-660594	1	1008
gi|295691862|ref|NC_014106.1|:352507-354015	gi|295691862|ref|NC_014106.1|:352507-354015	1	1008
gi|159162017|ref|NC_006814.3|:c1934646-1934407	gi|159162017|ref|NC_006814.3|:c1934646-1934407	1	1008
gi|256844216|ref|NZ_GG698762.1|:346418-348991	gi|256844216|ref|NZ_GG698762.1|:346418-348991	1	1008
gi|295691862|ref|NC_014106.1|:1181567-1182529	gi|295691862|ref|NC_014106.1|:1181567-1182529	1	1008
gi|295691862|ref|NC_014106.1|:c1302849-1302190	gi|295691862|ref|NC_014106.1|:c1302849-1302190	1	1008
gi|295691862|ref|NC_014106.1|:50123-50941	gi|295691862|ref|NC_014106.1|:50123-50941	1	1008
gi|295691862|ref|NC_014106.1|:283686-287180	gi|295691862|ref|NC_014106.1|:283686-287180	1	1008
gi|295691862|ref|NC_014106.1|:350674-351429	gi|295691862|ref|NC_014106.1|:350674-351429	1	1008
gi|295691862|ref|NC_014106.1|:1236594-1237961	gi|295691862|ref|NC_014106.1|:1236594-1237961	1	1008
gi|295691862|ref|NC_014106.1|:c1648339-1647119	gi|295691862|ref|NC_014106.1|:c1648339-1647119	1	1008
gi|295691862|ref|NC_014106.1|:c1276900-1276589	gi|295691862|ref|NC_014106.1|:c1276900-1276589	1	1008
gi|238694432|ref|NZ_GG669835.1|:12873-13256	gi|238694432|ref|NZ_GG669835.1|:12873-13256	1	1008
gi|159162017|ref|NC_006814.3|:757185-757418	gi|159162017|ref|NC_006814.3|:757185-757418	1	1008
gi|295691862|ref|NC_014106.1|:331216-332061	gi|295691862|ref|NC_014106.1|:331216-332061	1	1008
gi|256842701|ref|NZ_GG698760.1|:c720391-718706	gi|256842701|ref|NZ_GG698760.1|:c720391-718706	1	1008
gi|295691862|ref|NC_014106.1|:c1149209-1147263	gi|295691862|ref|NC_014106.1|:c1149209-1147263	1	1008
gi|293380222|ref|NZ_ADGR01000052.1|:14800-15336	gi|293380222|ref|NZ_ADGR01000052.1|:14800-15336	1	1008
gi|256842701|ref|NZ_GG698760.1|:c622624-621833	gi|256842701|ref|NZ_GG698760.1|:c622624-621833	1	1008
gi|295691862|ref|NC_014106.1|:c1794818-1793766	gi|295691862|ref|NC_014106.1|:c1794818-1793766	1	1008
gi|295691862|ref|NC_014106.1|:224875-225441	gi|295691862|ref|NC_014106.1|:224875-225441	1	1008
gi|295691862|ref|NC_014106.1|:c852412-850733	gi|295691862|ref|NC_014106.1|:c852412-850733	1	1008
gi|295691862|ref|NC_014106.1|:1808093-1808539	gi|295691862|ref|NC_014106.1|:1808093-1808539	1	1008
gi|295691862|ref|NC_014106.1|:828188-829567	gi|295691862|ref|NC_014106.1|:828188-829567	1	1008
gi|295691862|ref|NC_014106.1|:857244-857792	gi|295691862|ref|NC_014106.1|:857244-857792	1	1008
gi|295691862|ref|NC_014106.1|:c1518582-1517929	gi|295691862|ref|NC_014106.1|:c1518582-1517929	1	1008
gi|295691862|ref|NC_014106.1|:1121880-1123322	gi|295691862|ref|NC_014106.1|:1121880-1123322	1	1008
gi|295691862|ref|NC_014106.1|:747509-748693	gi|295691862|ref|NC_014106.1|:747509-748693	1	1008
gi|295691862|ref|NC_014106.1|:338394-339152	gi|295691862|ref|NC_014106.1|:338394-339152	1	1008
gi|295691862|ref|NC_014106.1|:c1728837-1727923	gi|295691862|ref|NC_014106.1|:c1728837-1727923	1	1008
gi|295691862|ref|NC_014106.1|:746464-747465	gi|295691862|ref|NC_014106.1|:746464-747465	1	1008
gi|295691862|ref|NC_014106.1|:1383578-1384282	gi|295691862|ref|NC_014106.1|:1383578-1384282	1	1008
gi|295691862|ref|NC_014106.1|:1644718-1645383	gi|295691862|ref|NC_014106.1|:1644718-1645383	1	1008
gi|238694415|ref|NZ_GG669818.1|:119847-120476	gi|238694415|ref|NZ_GG669818.1|:119847-120476	1	1008
